rank,lemma,original_lemma,old_translation,new_translation,translation_changed,review_reason,pronoun_attachment_relation,pronoun_attachment_form,pronoun_attachment_type,pronoun_attachment_pronouns,pronoun_attachment_count,pronoun_attachment_confidence,pronoun_attachment_reason,pronoun_attachment_semantic_class
6617,ayudarlos,ayudar,to help,to help them (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,los,1,high,safe_direct_match,transparent_object
6630,sentirlo,sentir,to feel,to feel it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
6653,acostarse,acostar,to lay,to lay,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
6716,divertirse,divertir,to entertain,to entertain,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
6735,tomarse,tomar,to take,to take,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
6752,manejarlo,manejar,to handle,to handle it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
6804,sentirte,sentir,to feel,to feel you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
6816,olvidarlo,olvidar,to forget,to forget it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
6819,quitarme,quitar,to remove,to take off,yes,translation_changed,attached_pronoun_form,infinitive,reflexive,me,1,high,manual_reflexive_match,reflexive_lexical
6859,dejarnos,dejar,to leave,to leave us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
6890,detenerme,detener,to detain,to detain me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
6893,mirarme,mirar,to look at,to look at me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
6916,métete,meter,you put in,put in you,yes,translation_changed,attached_pronoun_form,imperative,direct_object,te,1,high,safe_direct_match,transparent_object
6984,volverse,volver,to return,to become,yes,translation_changed,attached_pronoun_form,infinitive,pronominal,se,1,high,manual_pronominal_match,pronominal_lexical
7017,ponernos,poner,to put,to put on,yes,translation_changed,attached_pronoun_form,infinitive,reflexive,nos,1,high,manual_reflexive_match,reflexive_lexical
7052,salvarte,salvar,to save,to save you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
7066,dispararle,disparar,to shoot,to shoot to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
7087,tomarlo,tomar,to take,to take it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
7135,ofrecerle,ofrecer,to offer,to offer to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
7144,oírte,oír,to hear,to hear you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
7150,encontrarnos,encontrar,to meet,to meet us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
7158,convertirme,convertir,to convert,to convert me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
7160,asegurarnos,asegurar,to secure,to secure us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
7204,mantenerte,mantener,to keep,to keep you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
7229,leerlo,leer,to read,to read it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
7252,déjanos,dejar,I leave,leave us,yes,translation_changed,attached_pronoun_form,imperative,direct_object,nos,1,high,safe_direct_match,transparent_object
7297,usarla,usar,to use,to use it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
7312,esconderse,esconder,to hide,to hide,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
7335,traerlo,traer,to bring,to bring it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
7338,hazte,hacer,you do,do you,yes,translation_changed,attached_pronoun_form,imperative,direct_object,te,1,high,safe_direct_match,transparent_object
7343,dejarlos,dejar,to leave,to leave them (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,los,1,high,safe_direct_match,transparent_object
7374,conocerle,conocer,to know,to know to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
7395,mantenerme,mantener,to keep,to keep me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
7438,matarlos,matar,to kill,to kill them (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,los,1,high,safe_direct_match,transparent_object
7447,pagarle,pagar,to pay,to pay to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
7532,sacarla,sacar,to put out,to put out it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
7537,llevarle,llevar,to take,to take to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
7616,considerarse,considerar,reflexive of considerar,reflexive of considerar,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
7617,pásame,pasar,I pass,pass me,yes,translation_changed,attached_pronoun_form,imperative,direct_object,me,1,high,safe_direct_match,transparent_object
7649,tomarme,tomar,to take,to take me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
7662,molestarte,molestar,to bother,to bother you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
7752,salvarme,salvar,to save,to save me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
7754,presentarte,presentar,to present,to present you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
7770,comunicarse,comunicar,to communicate,to communicate,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
7775,déjate,dejar,you leave,leave you,yes,translation_changed,attached_pronoun_form,imperative,direct_object,te,1,high,safe_direct_match,transparent_object
7798,defenderse,defender,to defend,to defend,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
7805,perderte,perder,to lose,to lose you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
7811,levantarme,levantar,to lift,to get up,yes,translation_changed,attached_pronoun_form,infinitive,reflexive,me,1,high,manual_reflexive_match,reflexive_lexical
7844,encontrarle,encontrar,to meet,to meet to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
7864,pasarme,pasar,to pass,to pass me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
7876,explicarle,explicar,to explain,to explain to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
7883,acostarme,acostar,to lay,to lay me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
7932,admitirlo,admitir,to accept,to accept it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
7980,ayudarles,ayudar,to help,to help them,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,les,1,high,safe_indirect_match,transparent_indirect
8036,sentarnos,sentar,to seat,to sit down,yes,translation_changed,attached_pronoun_form,infinitive,reflexive,nos,1,high,manual_reflexive_match,reflexive_lexical
8059,ponerla,poner,to put,to put it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
8076,traerte,traer,to bring,to bring to you,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,te,1,high,safe_indirect_match,transparent_indirect
8081,enterarse,enterar,to inform,to find out,yes,translation_changed,attached_pronoun_form,infinitive,pronominal,se,1,high,manual_pronominal_match,pronominal_lexical
8085,hacerlos,hacer,to do,to do them (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,los,1,high,safe_direct_match,transparent_object
8135,quitarte,quitar,to remove,to take off,yes,translation_changed,attached_pronoun_form,infinitive,reflexive,te,1,high,manual_reflexive_match,reflexive_lexical
8168,habernos,haber,to have,to have us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
8179,ganarse,ganar,to gain,to earn,yes,translation_changed,attached_pronoun_form,infinitive,idiomatic_se,se,1,high,manual_idiomatic_se_match,idiomatic_aspectual
8185,enseñarme,enseñar,to teach,to teach me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
8208,marcharme,marchar,to go,to leave,yes,translation_changed,attached_pronoun_form,infinitive,pronominal,me,1,high,manual_pronominal_match,pronominal_lexical
8210,detenerse,detener,to detain,to detain,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
8228,ocuparme,ocupar,to occupy,to occupy me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
8265,recordarlo,recordar,to remember,to remember it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
8271,mírala,mirar,you look at,look at it (feminine),yes,translation_changed,attached_pronoun_form,imperative,direct_object,la,1,high,safe_direct_match,transparent_object
8273,alejarse,alejar,to estrange,to estrange,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
8331,suicidarse,suicidar,to commit suicide,to commit suicide,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
8345,tomarte,tomar,to take,to take you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
8349,matarle,matar,to kill,to kill to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
8353,dejarse,dejar,to leave,to leave,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
8389,cambiarme,cambiar,to change,to change me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
8402,divertirnos,divertir,to entertain,to entertain us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
8417,comprobarlo,comprobar,to check,to check it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
8437,cambiarlo,cambiar,to change,to change it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
8464,agradecerte,agradecer,to thank,to thank you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
8480,explicarte,explicar,to explain,to explain to you,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,te,1,high,safe_indirect_match,transparent_indirect
8489,déjale,dejar,you leave,leave to him or her,yes,translation_changed,attached_pronoun_form,imperative,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
8519,echarme,echar,to throw,to throw me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
8536,llamarle,llamar,to summon,to summon to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
