lemma,rank,translation,english_definition,original_lemma,pos
querido,691,dear,verb,querer,v
preguntas,692,question,noun,pregunta,n
queremos,693,to desire; to want; to want to,verb,querer,v
perdón,694,pardon,noun,perdón,n
pie,695,foot,noun,pie,n
mayoría,696,majority,noun,mayoría,n
unidos,697,united,adjective,unido,adj
segunda,698,second gear,adjective,segundo,adj
empezar,699,to start; begin; to get started,verb,empezar,v
mía,700,a regiment of 100 soldiers in the Spanish protectorate of Morocco,noun,mía,n
digas,701,to say; to tell,verb,decir,v
hacemos,702,to do,verb,hacer,v
perro,703,doggy or doggish,noun,perro,n
señorita,704,young woman,noun,señorito,n
ropa,705,garment; clothing; clothes; robes,noun,ropa,n
hacía,706,toward; towards,verb,hacer,v
papel,707,paper,noun,papel,n
sueño,708,sleep; slumber,noun,sueño,n
oficial,709,official,adjective,oficial,adj
extraño,710,foreign; alien; extraneous,adjective,extraño,adj
negro,711,black (absorbing all light and reflecting none,adjective,negro,adj
jamás,712,never,adverb,jamás,adv
hará,713,to do,verb,hacer,v
afuera,714,out; outside,verb,aforar,v
sol,715,sun,noun,sol,n
media,716,half,adjective,medio,adj
diablos,717,the hell,noun,diablo,n
necesario,718,necessary; requisite,adjective,necesario,adj
noticias,719,notice,noun,noticia,n
increíble,720,incredible; unbelievable,adjective,increíble,adj
josé,721,Joseph; son of Jacob,proper noun,José,prop
principio,722,beginning; start; outset; get-go,noun,principio,n
respuesta,723,reply; response; answer,noun,respuesta,n
llegado,724,arrived; received; delivered,verb,llegar,v
universidad,725,college,noun,universidad,n
maldito,726,cursed,noun,maldito,n
juan,727,John,,,
vemos,728,to see; to spot,verb,ver,v
haría,729,to do,verb,hacer,v
compañía,730,company,noun,compañía,n
cambiar,731,to change; to shift; to switch; to alter,verb,cambiar,v
dolor,732,pain; ache; aching soreness; tenderness,noun,dolor,n
mesa,733,table,noun,mesa,n
mensaje,734,message,noun,mensaje,n
nivel,735,level; tier; height,noun,nivel,n
pudo,736,to be able to; can,verb,poder,v
s,737,letter,letter,s,letter
decisión,738,decision,noun,decisión,n
línea,739,line,noun,línea,n
diferente,740,different,adjective,diferente,adj
aquel,741,that,determiner,aquel,determiner
libertad,742,liberty; freedom,noun,libertad,n
alrededor,743,around,adverb,alrededor,adv
vio,744,to see; to spot,verb,ver,v
mitad,745,half,noun,mitad,n
i,746,letter,noun,i,n
espacio,747,space,noun,espacio,n
respecto,748,respect; regard; connection; relation; relationship,noun,respecto,n
pena,749,punishment,noun,pena,n
trabajando,750,to work,verb,trabajar,v
agente,751,agent,noun,agente,n
sexo,752,sex,noun,sexo,n
sociedad,753,society; social order,noun,sociedad,n
salud,754,health,noun,salud,n
investigación,755,investigation,noun,investigación,n
suena,756,sound,verb,sonar,v
proceso,757,process,noun,proceso,n
aqui,758,here,adverb,aquí,adv
encontrado,759,found,verb,encontrar,v
tratando,760,to treat,verb,tratar,v
usar,761,to use,verb,usar,v
trato,762,treatment,noun,trato,n
querida,763,female equivalent of querido,adjective,querido,adj
siete,764,seven,numeral,siete,num
blanco,765,white,adjective,blanco,adj
supone,766,to presume; to expect,verb,suponer,v
raro,767,rare,adjective,raro,adj
consejo,768,advice; counsel; piece of advice,noun,consejo,n
diré,769,to say; to tell,verb,decir,v
zona,770,zone; district; area,noun,zona,n
jack,771,jack,,jack,none
últimos,772,final,adjective,último,adj
error,773,error,noun,error,n
mejores,774,better,adjective,mejor,adj
hubo,775,have,verb,haber,v
perfecto,776,perfect,adjective,perfecto,adj
tema,777,theme,noun,tema,n
reunión,778,meeting; session; appointment,noun,reunión,n
piensas,779,to think; ponder,verb,pensar,v
york,780,York,proper noun,York,prop
sucede,781,to happen; to befall; to occur,verb,suceder,v
podríamos,782,to rot,verb,poder,v
carta,783,letter,noun,carta,n
secreto,784,secret,noun,secreto,n
siente,785,to feel,verb,sentir,v
gusto,786,taste,noun,gusto,n
decía,787,to say; to tell,verb,decir,v
ganar,788,to gain,verb,ganar,v
base,789,base,noun,base,n
odio,790,hate; hatred; loathing (strong aversion,noun,odio,n
decirle,791,to say; to tell,verb,decir,v
ocurre,792,to happen; to occur,verb,ocurrir,v
sean,793,to be,verb,ser,v
maría,794,magpie,,,
suelo,795,dirt,noun,suelo,n
hotel,796,hotel,noun,hotel,n
silencio,797,silence,noun,silencio,n
daño,798,damage,noun,daño,n
amiga,799,female equivalent of amigo; friend,noun,amigo,n
pobre,800,poor,adjective,pobre,adj
partir,801,to divide; split,verb,partir,v
asesino,802,murderous; homicidal,noun,asesino,n
entiendes,803,to understand; to fathom,verb,entender,v
encuentra,804,to meet,verb,encontrar,v
quieras,805,to desire; to want; to want to,verb,querer,v
fondo,806,bottom,noun,fondo,n
pensaba,807,to think; ponder,verb,pensar,v
existe,808,to exist,verb,existir,v
srta.,809,abbreviation of señorita,,srta.,none
darle,810,to give; to give out,verb,dar,v
dan,811,dan,verb,dar,v
baño,812,bath,noun,baño,n
carrera,813,race,noun,carrera,n
conoces,814,to know; to be familiar with; to be acquainted with,verb,conocer,v
acción,815,action; act; deed,noun,acción,n
duda,816,doubt,noun,duda,n
vuelto,817,change,verb,volver,v
partes,818,genitalia,noun,parte,n
interior,819,inner; interior,noun,interior,n
tendrá,820,to have,verb,tener,v
imposible,821,impossible,adjective,imposible,adj
pagar,822,to pay,verb,pagar,v
mente,823,mind; intellect,noun,mente,n
divertido,824,entertaining; amusing; funny,adjective,divertido,adj
sala,825,room,noun,sala,n
acabo,826,synonym of acabamiento,verb,acabar,v
negocio,827,business; enterprise,noun,negocio,n
apenas,828,barely; scarcely,adverb,apenas,adv
ocho,829,eight,numeral,ocho,num
próxima,830,near,adjective,próximo,adj
ejército,831,army,noun,ejército,n
mar,832,sea,noun,mar,n
estaré,833,to be,verb,estar,v
cita,834,date,noun,cita,n
pelo,835,hair,noun,pelo,n
abogado,836,lawyer; solicitor; counsel,noun,abogado,n
diferentes,837,different,adjective,diferente,adj
conoce,838,to know; to be familiar with; to be acquainted with,verb,conocer,v
recuerda,839,to remember; to recollect,verb,recordar,v
asesinato,840,assassination,noun,asesinato,n
recuerdas,841,to remember; to recollect,verb,recordar,v
vive,842,to live,verb,vivir,v
ay,843,ah!; alas!,,,
energía,844,energy,noun,energía,n
banco,845,bank,noun,banco,n
arte,846,art,noun,arte,n
empresa,847,company,noun,empresa,n
foto,848,photo; photograph,noun,foto,n
normal,849,normal; standard; regular; fine,adjective,normal,adj
seas,850,to be,verb,ser,v
casos,851,the fruit of a very tart species of guava,noun,caso,n
novia,852,female equivalent of novio; girlfriend,noun,novio,n
totalmente,853,totally,adverb,totalmente,adv
países,854,country,noun,país,n
izquierda,855,left,noun,izquierda,n
conocer,856,to know; to be familiar with; to be acquainted with,verb,conocer,v
proyecto,857,project; plan,noun,proyecto,n
estaría,858,to be,verb,estar,v
cámara,859,room,noun,cámara,n
causa,860,cause,noun,causa,n
estábamos,861,to be,verb,estar,v
cállate,862,shut up!,verb,callar,v
capaz,863,able; capable,adjective,capaz,adj
pesar,864,to weigh,verb,pesar,v
iglesia,865,church,proper noun,Iglesia,prop
parecía,866,to seem; to see fit,verb,parecer,v
pruebas,867,proof,noun,prueba,n
derecha,868,right,noun,derecha,n
siglo,869,century,noun,siglo,n
mantener,870,to keep,verb,mantener,v
ministro,871,minister,noun,ministro,n
uh,872,used to express disappointment or disdain,interjection,uh,interj
sentir,873,to feel,verb,sentir,v
salvo,874,unless,adjective,salvo,adj
baja,875,casualty; loss,adjective,bajo,adj
quienes,876,who,pronoun,quien,pron
dejado,877,sloppy; lax,verb,dejar,v
hicieron,878,to do,verb,hacer,v
caja,879,box; case,noun,caja,n
profesor,880,professor,noun,profesor,n
estuve,881,to be,verb,estar,v
cargo,882,charge; burden,noun,cargo,n
opinión,883,opinion,noun,opinión,n
club,884,club,noun,club,n
verlo,885,to see; to spot,verb,ver,v
decirte,886,to say; to tell,verb,decir,v
encontré,887,to meet,verb,encontrar,v
desarrollo,888,development,noun,desarrollo,n
haz,889,bundle,noun,haz,n
aquella,890,that (over there,determiner,aquel,determiner
accidente,891,accident,noun,accidente,n
quiera,892,to desire; to want; to want to,verb,querer,v
carlos,893,given name,proper noun,Carlos,prop
terminado,894,finished,verb,terminar,v
mercado,895,market,noun,mercado,n
próximo,896,near,adjective,próximo,adj
total,897,total; complete; outright,adjective,total,adj
sal,898,salt,noun,sal,n
varios,899,various; several,determiner,varios,determiner
pase,900,pass; permit,verb,pasar,v
cualquiera,901,anyone; whoever; whomever,pronoun,cualquiera,pron
david,902,David,proper noun,David,prop
oro,903,or,noun,oro,n
encuentro,904,encounter; meeting,noun,encuentro,n
valor,905,value,noun,valor,n
cena,906,supper; dinner,noun,cena,n
deseo,907,desire; wish,noun,deseo,n
funciona,908,to work; to function,verb,funcionar,v
comprar,909,to buy,verb,comprar,v
posición,910,position,noun,posición,n
estudio,911,study,noun,estudio,n
movimiento,912,movement,noun,movimiento,n
finalmente,913,finally; in the end,adverb,finalmente,adv
nuevos,914,new,adjective,nuevo,adj
salió,915,Salian,verb,salir,v
hambre,916,hunger,noun,hambre,n
completamente,917,completely,adverb,completamente,adv
encanta,918,charm; captivation,verb,encantar,v
formas,919,shape,noun,forma,n
norte,920,north; northern,noun,norte,n
aun,921,even,adverb,aun,adv
adónde,922,to where; whither; whereto,adverb,adónde,adv
lamento,923,lament,noun,lamento,n
experiencia,924,experience,noun,experiencia,n
debido,925,owed,adjective,debido,adj
loca,926,a madwoman; female equivalent of loco,noun,loco,n
tuyo,927,yours,pronoun,tuyo,pron
m,928,letter,letter,m,letter
llega,929,to arrive; get,verb,llegar,v
vosotros,930,you; you guys,pronoun,vosotros,pron
alta,931,certificate of discharge,adjective,alto,adj
fuiste,932,to be,verb,ser,v
tipos,933,tip,noun,tipo,n
contacto,934,contact,noun,contacto,n
alma,935,soul,noun,alma,n
tranquilo,936,calm; peaceful; tranquil; quiet,adjective,tranquilo,adj
dijeron,937,to say; to tell,verb,decir,v
color,938,color / colour; hue,noun,color,n
justicia,939,justice,noun,justicia,n
placer,940,to like,noun,placer,n
disculpe,941,excuse me,verb,disculpar,v
mató,942,bushes,verb,matar,v
radio,943,radio,noun,radio,n
busca,944,search,verb,buscar,v
muertos,945,dead,adjective,muerto,adj
pone,946,to put; to put up; to place; to lay,verb,poner,v
imagen,947,image,noun,imagen,n
especie,948,species,noun,especie,n
pudiera,949,to be able to; can,verb,poder,v
ex,950,former; ex-,,,
llamo,951,to summon; to call,verb,llamar,v
puso,952,to put; to put up; to place; to lay,verb,poner,v
entra,953,to enter,verb,entrar,v
montón,954,heap; pile,noun,montón,n
cárcel,955,prison,noun,cárcel,n
tienda,956,tent,noun,tienda,n
corte,957,cut,noun,corte,n
carne,958,flesh; the soft part of a body which covers the bones,noun,carne,n
éxito,959,success,noun,éxito,n
conocido,960,known,adjective,conocido,adj
muchacho,961,boy,noun,muchacho,n
viste,962,you know,verb,ver,v
peligro,963,peril; danger,noun,peligro,n
principal,964,main; most important,adjective,principal,adj
delante,965,in front of; before,adverb,delante,adv
interesante,966,interesting,adjective,interesante,adj
sale,967,ok,verb,salir,v
pude,968,to be able to; can,verb,poder,v
común,969,common; ordinary,adjective,común,adj
hablas,970,speech,verb,hablar,v
creí,971,to believe,verb,creer,v
barco,972,boat,noun,barco,n
sientes,973,to feel,verb,sentir,v
pies,974,pi,noun,pie,n
tenías,975,to have,verb,tener,v
bonito,976,pretty; cute,adjective,bonito,adj
traje,977,suit,noun,traje,n
sur,978,south,noun,sur,n
ataque,979,attack,noun,ataque,n
entendido,980,expert,adjective,entendido,adj
quisiera,981,to desire; to want; to want to,verb,querer,v
michael,982,michael,,michael,none
podrían,983,to be able to; can,verb,poder,v
maestro,984,master,noun,maestro,n
jóvenes,985,young; youthful,adjective,joven,adj
posibilidad,986,possibility,noun,posibilidad,n
escuchar,987,to listen to; to hear out,verb,escuchar,v
terminar,988,to finish; to end; to terminate; to be over; to conclude,verb,terminar,v
diferencia,989,difference,noun,diferencia,n
escena,990,scene,noun,escena,n
humano,991,human,adjective,humano,adj
caballeros,992,horseman,noun,caballero,n
departamento,993,department,noun,departamento,n
datos,994,data,noun,dato,n
defensa,995,defense,noun,defensa,n
evitar,996,to avoid; to bypass; to evade; to circumvent; to dodge; to shun; to eschew,verb,evitar,v
negocios,997,business; enterprise,noun,negocio,n
simple,998,simple,adjective,simple,adj
eras,999,to be,verb,ser,v
objetivo,1000,objective,noun,objetivo,n
cabo,1001,end; edge; extremity,noun,cabo,n
verdadero,1002,true; real,adjective,verdadero,adj
abuela,1003,grandmother; female equivalent of abuelo,noun,abuelo,n
prensa,1004,press,noun,prensa,n
novio,1005,boyfriend,noun,novio,n
canción,1006,song,noun,canción,n
llamó,1007,to summon; to call,verb,llamar,v
haremos,1008,to do,verb,hacer,v
rato,1009,a while; bit,noun,rato,n
gustan,1010,to taste; to try,verb,gustar,v
juicio,1011,good judgement,noun,juicio,n
estúpido,1012,stupid,adjective,estúpido,adj
tonto,1013,stupid,adjective,tonto,adj
puntos,1014,point,noun,punto,n
relaciones,1015,relation,noun,relación,n
cine,1016,cinema; moviehouse,noun,cine,n
aquellos,1017,that one,determiner,aquel,determiner
tenían,1018,to have,verb,tener,v
asi,1019,like this,adverb,así,adv
río,1020,river,noun,río,n
joe,1021,joe,,joe,none
uso,1022,use,noun,uso,n
condiciones,1023,condition,noun,condición,n
muchachos,1024,boy,noun,muchacho,n
especialmente,1025,specially,adverb,especialmente,adv
destino,1026,destiny; fate,noun,destino,n
serie,1027,series,noun,serie,n
juez,1028,judge,noun,juez,n
george,1029,george,,george,none
quédate,1030,curfew,verb,quedar,v
nuevas,1031,news; novelty,adjective,nuevo,adj
fuerzas,1032,force,noun,fuerza,n
entender,1033,to understand; to fathom,verb,entender,v
fotos,1034,photo; photograph,noun,foto,n
contrario,1035,contrary; opposite,adjective,contrario,adj
avión,1036,aeroplane; airplane; plane,noun,avión,n
hermosa,1037,Formosa; now known as Taiwan,adjective,hermoso,adj
matrimonio,1038,matrimony,noun,matrimonio,n
ninguno,1039,no,pronoun,ninguno,pron
serán,1040,to be,verb,ser,v
televisión,1041,television,noun,televisión,n
cocina,1042,kitchen,noun,cocina,n
edificio,1043,building,noun,edificio,n
tiempos,1044,time,noun,tiempo,n
mismos,1045,same,adjective,mismo,adj
dulce,1046,sweet,noun,dulce,n
frío,1047,cold,noun,frío,n
vieja,1048,female equivalent of viejo,adjective,viejo,adj
sorpresa,1049,surprise,noun,sorpresa,n
boda,1050,wedding,noun,boda,n
libros,1051,book,noun,libro,n
marcha,1052,march,noun,marcha,n
prisa,1053,hurry; rush; urgency,noun,prisa,n
intento,1054,attempt,noun,intento,n
piso,1055,floor; ground,noun,piso,n
interés,1056,interest,noun,interés,n
precio,1057,price,noun,precio,n
luis,1058,louis,,,
acabó,1059,synonym of acabamiento,verb,acabar,v
c,1060,letter,letter,c,letter
salida,1061,exit; way out,noun,salida,n
acá,1062,high quality,adverb,acá,adv
terrible,1063,terrible; awful; horrible,adjective,terrible,adj
primeros,1064,first; first up,adjective,primero,adj
tom,1065,tom,,tom,none
humanos,1066,tamale,adjective,humano,adj
época,1067,epoch; era; age; time; day,noun,época,n
