rank,lemma,original_lemma,old_translation,new_translation,translation_changed,review_reason,participle_relation,participle_form,participle_family,participle_gender,participle_number,participle_confidence,participle_reason
7418,estúpidas,estúpido,stupid (feminine plural),stupid (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
7430,desaparecidos,desaparecido,missing; disappeared (masculine plural),missing; disappeared (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
7444,sometido,sometido,submissive,submissive (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
7462,acogida,acogido,welcome; welcoming (feminine singular),welcome; welcoming (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
7530,escogido,escogido,chosen,chosen (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
7542,sobrevivido,sobrevivir,survived,survived (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
7543,espléndido,espléndido,superb; splendid; magnificent; splendiferous,superb; splendid; magnificent; splendiferous (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
7580,encendida,encendido,on; activated (feminine singular),on; activated (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
7582,deprimido,deprimido,depressed,depressed (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
7624,recogido,recogido,quiet; tranquil,quiet; tranquil (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
7676,perdidas,perdido,lost (feminine plural),lost (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
7687,incluidos,incluido,included; supplied (masculine plural),included; supplied (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
7717,suspendido,suspendido,suspended,suspended (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
7756,cálido,cálido,warm,warm (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
7783,reunidos,reunido,gathered (masculine plural),gathered (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
7797,confundida,confundido,addled; confused (feminine singular),addled; confused (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
7953,pálido,pálido,pale; ashen; pasty; pallid,pale; ashen; pasty; pallid (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
7955,escondida,escondido,hidden (feminine singular),hidden (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
7970,atrevido,atrevido,bold; daring,bold; daring (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
7992,parecida,parecido,similar (feminine singular),similar (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
7993,concedido,conceder,granted,granted (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
7998,elegidos,elegido,chosenness; selectness (masculine plural),chosenness; selectness (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
8018,merecido,merecido,deserved,deserved (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
8026,despido,despido,layoff; dismissal,layoff; dismissal (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
8069,adquirido,adquirido,gained; acquired; procured,gained; acquired; procured (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
8120,incluida,incluido,included; supplied (feminine singular),included; supplied (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
8320,definido,definido,definite,definite (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
8352,surgido,surgir,arised,arised (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
8371,homicida,homicida,murderous; homicidal,murderous; homicidal (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
8392,tendido,tendido,hanging,hanging (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
8395,conducido,conducir,drived,drived (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
8430,destruida,destruido,destroyed (feminine singular),destroyed (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
8447,compartido,compartido,shared,shared (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
8514,advertido,advertir,warned,warned (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
8558,elegida,elegido,chosenness; selectness (feminine singular),chosenness; selectness (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
8574,metida,metido,nosy (feminine singular),nosy (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
