lemma,sentence,english_sentence
acusan,Lleva el cuchillo a las autoridades coopera en la investigación y luego le acusan del asesinto.,"He takes the knife to the authorities, cooperates in the investigation, and then he's charged with murder."
peleado,Le contó a su esposo que había peleado con hayley la noche que la mataron verdad.,She told her husband that she had fought with Hayley the night she was killed.
separan,Todos sabemos que las fronteras que separan a los países africanos son artificiales en gran medida.,We all know that the borders separating African countries are largely artificial.
centrado,Supongo que sí pero sin duda estaba centrado en algo y no era mi linda cara.,"I guess so, but I was definitely focused on something and it wasn't my pretty face."
atrapamos,Así que deja de lloriquear y prepárate a servir porque te atrapamos y no te soltaremos.,So stop whining and get ready to serve because we caught you and we won't let you go.
atractivos,Ella puede hallar hombres más jóvenes y más atractivos mejores amantes con más intereses en común.,She can find younger and more attractive men best lovers with more interests in common.
subtítulo,No en cuanto al subtítulo pues prioridad para las personas sugiere muchas cosas que deberían convencerme.,Not about the subtitle because priority for people suggests many things that should convince me.
expuesta,La persona expuesta no pueda entrar en contacto con los elementos móviles que estén en movimiento.,The exposed person cannot come into contact with moving elements.
infectados,Es una enfermedad los árboles que están infectados por ella se reconocen muy fácilmente lo tenemos.,It is a disease the trees that are infected by it are very easily recognized we have it.
elevadas,Por lo tanto estas deben ser algo más elevadas en el resto de los países europeos.,These must therefore be somewhat higher in the rest of the European countries.
representando,Representando a la escuela de antonio próximo el césar se enorgullece en traerles a aelio máximo.,"Representing the nearby Antonio school, the Caesar is proud to bring them to maximum aelio."
films,A menudo cuando me paraba antes la comunidad de films había un elefante en la habitación.,Often when I stopped before the film community there was an elephant in the room.
corruptos,Acabo de matar a la persona más poderosa del planeta y a todos sus compañeros corruptos.,I just killed the most powerful person on the planet and all his corrupt companions.
marinas,A la teleobservación al servicio de la seguridad y vigilancia marinas por el representante de alemania.,To remote sensing at the service of marine safety and surveillance by the representative of Germany.
escuchará,Sé que la escuchará algún día quizá mañana para que esta canción de amor acabe bien.,I know you'll listen to her someday. Maybe tomorrow so this love song will end well.
efectuado,No es necesario subrayar la importancia de que en efecto ese envío no se haya efectuado.,It is not necessary to stress the importance of the fact that such a shipment has not in fact taken place.
distritos,La creación de los distritos parece haber respondido a consideraciones técnicas más que a motivos políticos.,The creation of the districts appears to have responded to technical rather than political considerations.
desgracias,En lo sucesivo te pasara lo que te pasara las desgracias que fueran avivaban el fuego.,"In the future, whatever happens to you, the misfortunes that were fueled the fire."
prestando,El consejo alienta a la comunidad de donantes a que siga prestando asistencia con tal fin.,The Council encourages the donor community to continue to provide assistance to this end.
diseñó,Tengo que decirle otra vez que esta casa la diseñó el mejor arquitecto moderno del mundo.,I have to tell you again that this house was designed by the best modern architect in the world.
colecciones,Sus obras se encuentran en colecciones particulares e instituciones en españa francia portugal méxico y usa.,His works are found in private collections and institutions in francia portugal mexico and he uses.
morí,He pensado en ti todos los días desde el momento en que morí en tus brazos.,I've thought of you every day since the moment I died in your arms.
institutos,El organismo de estadística de bosnia y herzegovina y los institutos de estadística de las entidades.,The Bosnia and Herzegovina statistical agency and the statistical institutes of the entities.
dedicaba,Una gran parte de este plan se dedicaba a la lucha contra el tráfico de drogas.,A large part of this plan was devoted to the fight against drug trafficking.
