rank,lemma,original_lemma,new_translation,variant_relation,reason
2459,seria,serio,sober; solemn; serious; earnest (feminine singular),feminine_of_original,o_to_a
2460,centros,centro,center (masculine plural),masculine_plural_of_original,o_to_os
2463,coches,coche,car; automobile (plural),plural_of_original,plus_s
2467,california,californio,californium (feminine singular),feminine_of_original,o_to_a
2468,generales,general,overall (plural),plural_of_original,plus_es
2469,capaces,capaz,able; capable (plural),plural_of_original,z_to_ces
2485,correcta,correcto,right; correct (feminine singular),feminine_of_original,o_to_a
2488,muchacha,muchacho,young lady; female equivalent of muchacho: girl (feminine singular),feminine_of_original,o_to_a
2495,abogados,abogado,lawyer; counsel; solicitor (masculine plural),masculine_plural_of_original,o_to_os
2500,archivos,archivo,archive (masculine plural),masculine_plural_of_original,o_to_os
2502,impuestos,impuesto,impost (masculine plural),masculine_plural_of_original,o_to_os
2503,unidades,unidad,unit (plural),plural_of_original,plus_es
2504,anteriores,anterior,former; earlier; previous (plural),plural_of_original,plus_es
2518,empleados,empleado,employed (masculine plural),masculine_plural_of_original,o_to_os
2522,preocupada,preocupado,worried; concerned (feminine singular),feminine_of_original,o_to_a
2544,enfermedades,enfermedad,illness; disease (plural),plural_of_original,plus_es
2547,fines,fin,end (plural),plural_of_original,plus_es
2548,actos,acto,act (masculine plural),masculine_plural_of_original,o_to_os
2552,mentiras,mentira,lie; trick; falsity (plural),plural_of_original,plus_s
2557,ricos,rico,rich (masculine plural),masculine_plural_of_original,o_to_os
2571,iguales,igual,same; equal (plural),plural_of_original,plus_es
2572,hojas,hoja,leaf (plural),plural_of_original,plus_s
2576,tropas,tropa,troop; crowd (plural),plural_of_original,plus_s
2579,alumnos,alumno,pupil; student; learner (masculine plural),masculine_plural_of_original,o_to_os
2580,des,de,of (plural),plural_of_original,plus_s
2582,periódicos,periódico,periodic (masculine plural),masculine_plural_of_original,o_to_os
2591,crítica,crítico,criticism (feminine singular),feminine_of_original,o_to_a
2598,heridas,herido,hurt; injured (feminine plural),feminine_plural_of_original,o_to_as
2600,gastos,gasto,cost; expenditure (masculine plural),masculine_plural_of_original,o_to_os
2601,límites,límite,limit; cutoff; cut-off; threshold (plural),plural_of_original,plus_s
2604,siglos,siglo,century (masculine plural),masculine_plural_of_original,o_to_os
2606,toques,toque,a touch (plural),plural_of_original,plus_s
2608,deseos,deseo,wish; desire (masculine plural),masculine_plural_of_original,o_to_os
2613,idiotas,idiota,idiotic (plural),plural_of_original,plus_s
2616,sectores,sector,section (plural),plural_of_original,plus_es
2623,señales,señal,sign (plural),plural_of_original,plus_es
2625,suficientes,suficiente,enough; sufficient (plural),plural_of_original,plus_s
2627,compras,compra,buying; purchase (plural),plural_of_original,plus_s
2631,reyes,rey,king (plural),plural_of_original,plus_es
2637,científicos,científico,scientific (masculine plural),masculine_plural_of_original,o_to_os
2640,pueblos,pueblo,town; village (masculine plural),masculine_plural_of_original,o_to_os
2651,nerviosa,nervioso,nerve (feminine singular),feminine_of_original,o_to_a
2653,clínica,clínico,clinic (feminine singular),feminine_of_original,o_to_a
2657,difíciles,difícil,hard; tough; difficult; challenging (plural),plural_of_original,plus_es
2658,altos,alto,tall (masculine plural),masculine_plural_of_original,o_to_os
2659,diferencias,diferencia,difference (plural),plural_of_original,plus_s
2662,restos,resto,remains (masculine plural),masculine_plural_of_original,o_to_os
2668,guardias,guardia,warden; custodian (plural),plural_of_original,plus_s
2678,ciertos,cierto,true (masculine plural),masculine_plural_of_original,o_to_os
2679,posibles,posible,possible (plural),plural_of_original,plus_s
2685,ocupada,ocupado,pregnant (feminine singular),feminine_of_original,o_to_a
2689,próximos,próximo,near (masculine plural),masculine_plural_of_original,o_to_os
2694,aires,aire,air (plural),plural_of_original,plus_s
2696,americanos,americano,American (masculine plural),masculine_plural_of_original,o_to_os
2707,nacionales,nacional,national; nationwide (plural),plural_of_original,plus_es
2714,equivocada,equivocado,wrong; mistaken (feminine singular),feminine_of_original,o_to_a
2719,diversos,diverso,diverse (masculine plural),masculine_plural_of_original,o_to_os
2723,indios,indio,Indian (masculine plural),masculine_plural_of_original,o_to_os
2734,casada,casado,married (feminine singular),feminine_of_original,o_to_a
2737,dificultades,dificultad,trouble; problem; challenge; difficulty (plural),plural_of_original,plus_es
2738,cabezas,cabeza,head (plural),plural_of_original,plus_s
2740,rodillas,rodilla,knee (plural),plural_of_original,plus_s
2746,lágrimas,lágrima,tear; teardrop (plural),plural_of_original,plus_s
2753,artistas,artista,artist (plural),plural_of_original,plus_s
2754,hermanas,hermana,sister; female equivalent of hermano (plural),plural_of_original,plus_s
2755,autos,auto,car; automobile (masculine plural),masculine_plural_of_original,o_to_os
2757,técnicas,técnico,technical (feminine plural),feminine_plural_of_original,o_to_as
2770,golpes,golpe,hit; blow; strike (plural),plural_of_original,plus_s
2777,escaleras,escalera,stairs (plural),plural_of_original,plus_s
2778,montañas,montaña,mountain (plural),plural_of_original,plus_s
2782,menores,menor,small; little (plural),plural_of_original,plus_es
2789,malditos,maldito,cursed (masculine plural),masculine_plural_of_original,o_to_os
2795,perdida,perdido,lost (feminine singular),feminine_of_original,o_to_a
2801,voces,voz,voice (plural),plural_of_original,z_to_ces
2806,parada,parado,station (feminine singular),feminine_of_original,o_to_a
2809,bienes,bien,goods (plural),plural_of_original,plus_es
2813,grados,grado,degree (masculine plural),masculine_plural_of_original,o_to_os
2821,piedras,piedra,stone (plural),plural_of_original,plus_s
2824,registros,registro,record; registration (masculine plural),masculine_plural_of_original,o_to_os
2825,públicas,público,public (feminine plural),feminine_plural_of_original,o_to_as
2827,quedas,quedo,quiet; still (feminine plural),feminine_plural_of_original,o_to_as
2844,pensamientos,pensamiento,thought (masculine plural),masculine_plural_of_original,o_to_os
2852,diversas,diverso,diverse (feminine plural),feminine_plural_of_original,o_to_as
2870,caras,caro,dear (feminine plural),feminine_plural_of_original,o_to_as
2875,bancos,banco,bank (masculine plural),masculine_plural_of_original,o_to_os
2885,beneficios,beneficio,benefit (masculine plural),masculine_plural_of_original,o_to_os
2895,cajas,caja,box; case (plural),plural_of_original,plus_s
2898,cuantas,cuanto,as much; however much; whatever quantity (feminine plural),feminine_plural_of_original,o_to_as
2902,esperas,espera,wait (plural),plural_of_original,plus_s
2911,internacionales,internacional,international (plural),plural_of_original,plus_es
2913,especies,especie,species (plural),plural_of_original,plus_s
2919,públicos,público,public (masculine plural),masculine_plural_of_original,o_to_os
2923,preparados,preparado,prepared (masculine plural),masculine_plural_of_original,o_to_os
2925,marcas,marca,brand (plural),plural_of_original,plus_s
2935,falsa,falso,false; untrue (feminine singular),feminine_of_original,o_to_a
2941,gritos,grito,a cry; a yell; a growl; a scream (masculine plural),masculine_plural_of_original,o_to_os
2949,representantes,representante,representative (plural),plural_of_original,plus_s
2954,informes,informe,report (plural),plural_of_original,plus_s
2957,procesos,proceso,process (masculine plural),masculine_plural_of_original,o_to_os
2959,millas,milla,English or American mile (plural),plural_of_original,plus_s
2962,células,célula,cell (plural),plural_of_original,plus_s
2968,contenta,contento,content (feminine singular),feminine_of_original,o_to_a
2969,periodistas,periodista,journalist (plural),plural_of_original,plus_s
2981,viajes,viaje,voyage (plural),plural_of_original,plus_s
2983,asesinos,asesino,murderous; homicidal (masculine plural),masculine_plural_of_original,o_to_os
2999,balas,bala,bullet (plural),plural_of_original,plus_s
3001,caminos,camino,way; route (masculine plural),masculine_plural_of_original,o_to_os
3004,graves,grave,serious (plural),plural_of_original,plus_s
3005,médica,médico,doctor (feminine singular),feminine_of_original,o_to_a
3007,adultos,adulto,adult (masculine plural),masculine_plural_of_original,o_to_os
3009,muestras,muestra,sample; sampling (plural),plural_of_original,plus_s
3012,funcionarios,funcionario,official; public official (masculine plural),masculine_plural_of_original,o_to_os
3013,regalos,regalo,gift; present (masculine plural),masculine_plural_of_original,o_to_os
3021,síntomas,síntoma,symptom (plural),plural_of_original,plus_s
3027,perspectiva,perspectivo,perspective (feminine singular),feminine_of_original,o_to_a
3029,áreas,área,area (plural),plural_of_original,plus_s
3034,míos,mío,mine; of mine (masculine plural),masculine_plural_of_original,o_to_os
3036,habitantes,habitante,inhabiting; said of something that inhabits (plural),plural_of_original,plus_s
3038,responsables,responsable,answerable; responsible (plural),plural_of_original,plus_s
3039,miras,mira,target (plural),plural_of_original,plus_s
3047,dulces,dulce,sweet (plural),plural_of_original,plus_s
3051,artículos,artículo,Article (masculine plural),masculine_plural_of_original,o_to_os
3058,pesos,peso,weight (masculine plural),masculine_plural_of_original,o_to_os
3059,tíos,tío,uncle (masculine plural),masculine_plural_of_original,o_to_os
3079,ingresos,ingreso,income (masculine plural),masculine_plural_of_original,o_to_os
3087,extranjeros,extranjero,foreign (masculine plural),masculine_plural_of_original,o_to_os
3089,profunda,profundo,deep (feminine singular),feminine_of_original,o_to_a
3107,autores,autor,author (plural),plural_of_original,plus_es
3115,muñeca,muñeco,wrist (feminine singular),feminine_of_original,o_to_a
3117,ventanas,ventana,window (plural),plural_of_original,plus_s
3126,lucas,luca,a thousand pesos (plural),plural_of_original,plus_s
3129,espaldas,espalda,back (plural),plural_of_original,plus_s
3134,judíos,judío,Jewish (masculine plural),masculine_plural_of_original,o_to_os
3145,escuchas,escucha,listening (plural),plural_of_original,plus_s
3146,letras,letra,lyrics (plural),plural_of_original,plus_s
3149,necesaria,necesario,necessary; requisite (feminine singular),feminine_of_original,o_to_a
3157,asesinatos,asesinato,assassination (masculine plural),masculine_plural_of_original,o_to_os
3158,carreras,carrera,race (plural),plural_of_original,plus_s
3161,platos,plato,dish; plate (masculine plural),masculine_plural_of_original,o_to_os
3166,mires,mir,resident (plural),plural_of_original,plus_es
3168,enamorada,enamorado,infatuated; having a crush on (feminine singular),feminine_of_original,o_to_a
3169,sitios,sitio,site; place (masculine plural),masculine_plural_of_original,o_to_os
3182,conocida,conocido,known (feminine singular),feminine_of_original,o_to_a
3189,hijas,hija,daughter; female equivalent of hijo (plural),plural_of_original,plus_s
3197,daños,daño,damage (masculine plural),masculine_plural_of_original,o_to_os
3205,peces,pez,fish (plural),plural_of_original,z_to_ces
3207,ventas,venta,sale (plural),plural_of_original,plus_s
3208,definitiva,definitivo,definitive (feminine singular),feminine_of_original,o_to_a
3210,ataques,ataque,attack (plural),plural_of_original,plus_s
3216,asustada,asustado,scared (feminine singular),feminine_of_original,o_to_a
3221,ruedas,rueda,wheel (plural),plural_of_original,plus_s
3224,lógica,lógico,logic (feminine singular),feminine_of_original,o_to_a
3230,bebés,bebé,baby (plural),plural_of_original,plus_s
3237,antecedentes,antecedente,precedent (plural),plural_of_original,plus_s
3238,esfuerzos,esfuerzo,effort; endeavor (masculine plural),masculine_plural_of_original,o_to_os
3242,visitas,visita,visit (plural),plural_of_original,plus_s
3258,entradas,entrado,into; after the start of (feminine plural),feminine_plural_of_original,o_to_as
3259,métodos,método,method (masculine plural),masculine_plural_of_original,o_to_os
3261,madres,madre,mother (plural),plural_of_original,plus_s
3262,preparada,preparado,prepared (feminine singular),feminine_of_original,o_to_a
3264,interna,interno,internal (feminine singular),feminine_of_original,o_to_a
3276,modelos,modelo,model (masculine plural),masculine_plural_of_original,o_to_os
3281,bombas,bombo,having a mild temperature (feminine plural),feminine_plural_of_original,o_to_as
