lemma,count,lemma_original,lemma_normalized,lemma_lemmatized,lemma_translated,translated_flag,translation_source
unas,134608,unas,unas,ubicación,location,TRUE,dict
espero,134308,espero,espero,esperar,look / hope / expect,TRUE,dict
igual,134222,igual,igual,iglesia,church,TRUE,dict
viene,134025,viene,viene,viajero,traveller,TRUE,dict
meses,133712,meses,meses,merecer,be / deserve / merit,TRUE,dict
sigue,133344,sigue,sigue,siempre,always,TRUE,dict
dar,133102,dar,dar,danny,[UNTRANSLATED] danny,FALSE,untranslated
podía,132930,podía,podía,poco,little / few,TRUE,dict
última,132602,última,última,érase,[UNTRANSLATED] érase,FALSE,untranslated
difícil,132094,difícil,difícil,diferir,differ,TRUE,dict
os,131791,os,os,originar,originate,TRUE,dict
venir,131556,venir,venir,vender,sell,TRUE,dict
vi,131170,vi,vi,versus,[UNTRANSLATED] versus,FALSE,untranslated
viejo,130961,viejo,viejo,viajecito,[UNTRANSLATED] viajecito,FALSE,untranslated
bastante,129919,bastante,bastante,basketball,[UNTRANSLATED] basketball,FALSE,untranslated
tomar,129675,tomar,tomar,tocar,hit / reach / play,TRUE,dict
gustaría,129585,gustaría,gustaría,gunther,[UNTRANSLATED] gunther,FALSE,untranslated
cuánto,129281,cuánto,cuánto,cuyo,whose,TRUE,dict
encontrar,129194,encontrar,encontrar,encoger,shrink,TRUE,dict
adelante,129092,adelante,adelante,adelantar,advance,TRUE,dict
justo,127679,justo,justo,jurisdicción,jurisdiction,TRUE,dict
sentido,127245,sentido,sentido,sendos,both,TRUE,dict
esposa,126847,esposa,esposa,espléndido,splendid,TRUE,dict
segundo,126392,segundo,segundo,sedante,sedative,TRUE,dict
grande,125939,grande,grande,graduar,graduate,TRUE,dict
allá,125797,allá,allá,alli,[UNTRANSLATED] alli,FALSE,untranslated
clase,125560,clase,clase,clarinete,clarinet,TRUE,dict
cual,124597,cual,cual,cuadrado,square,TRUE,dict
ante,124416,ante,ante,ansiar,long / yearn,TRUE,dict
juego,123963,juego,juego,juancho,[UNTRANSLATED] juancho,FALSE,untranslated
tenido,123709,tenido,tenido,temer,fear / dread,TRUE,dict
pensar,122575,pensar,pensar,penalización,penalty,TRUE,dict
pueda,122548,pueda,pueda,publicar,issue / publish,TRUE,dict
hey,122545,hey,hey,herrmann,[UNTRANSLATED] herrmann,FALSE,untranslated
doctor,122517,doctor,doctor,doble,double / twofold,TRUE,dict
grupo,122028,grupo,grupo,grogan,[UNTRANSLATED] grogan,FALSE,untranslated
cuidado,121613,cuidado,cuidado,cuestionario,questionnaire,TRUE,dict
suficiente,121520,suficiente,suficiente,sudar,sweat,TRUE,dict
sangre,120642,sangre,sangre,samaranch,[UNTRANSLATED] samaranch,FALSE,untranslated
pequeño,120593,pequeño,pequeño,pensar,think,TRUE,dict
dijiste,120417,dijiste,dijiste,dignamente,[UNTRANSLATED] dignamente,FALSE,untranslated
trata,119650,trata,trata,transportar,convey / transport,TRUE,dict
haré,119359,haré,haré,haro,[UNTRANSLATED] haro,FALSE,untranslated
último,119291,último,último,ese,this / that,TRUE,dict
frente,118840,frente,frente,frederick,[UNTRANSLATED] frederick,FALSE,untranslated
grandes,118548,grandes,grandes,grady,[UNTRANSLATED] grady,FALSE,untranslated
venga,118329,venga,venga,vencer,win / overcome,TRUE,dict
llama,117751,llama,llama,liszt,[UNTRANSLATED] liszt,FALSE,untranslated
noches,117749,noches,noches,ninfómano,nymphomaniac,TRUE,dict
toma,117736,toma,toma,tocada,[UNTRANSLATED] tocada,FALSE,untranslated
necesita,117516,necesita,necesita,navegar,sail / cruise,TRUE,dict
debes,117004,debes,debes,deber,homework / duty / have,TRUE,dict
arriba,116339,arriba,arriba,arrestar,arrest,TRUE,dict
vuelta,116050,vuelta,vuelta,volver,take / see / come,TRUE,dict
coche,115283,coche,coche,cobra,[UNTRANSLATED] cobra,FALSE,untranslated
tampoco,114609,tampoco,tampoco,tai,[UNTRANSLATED] tai,FALSE,untranslated
trabajar,114099,trabajar,trabajar,torturador,torturing / torturer / tormentor,TRUE,dict
cuándo,113793,cuándo,cuándo,cutre,[UNTRANSLATED] cutre,FALSE,untranslated
fuerte,113054,fuerte,fuerte,frívolo,frivolous,TRUE,dict
seguridad,112861,seguridad,seguridad,sediento,[UNTRANSLATED] sediento,FALSE,untranslated
mas,111983,mas,mas,mart,[UNTRANSLATED] mart,FALSE,untranslated
entrar,111610,entrar,entrar,entonar,[UNTRANSLATED] entonar,FALSE,untranslated
vivir,111446,vivir,vivir,visitar,tour / visit,TRUE,dict
escucha,111246,escucha,escucha,escritor,writer,TRUE,dict
déjame,111119,déjame,déjame,débil,feeble / weak,TRUE,dict
pueblo,110890,pueblo,pueblo,publicar,issue / publish,TRUE,dict
hijos,110015,hijos,hijos,hierba,grass / pipe-weed / herb,TRUE,dict
joven,109943,joven,joven,jonás,[UNTRANSLATED] jonás,FALSE,untranslated
cuanto,109716,cuanto,cuanto,cualquier,any / either / whatever,TRUE,dict
hago,109515,hago,hago,hacker,[UNTRANSLATED] hacker,FALSE,untranslated
escuela,109447,escuela,escuela,escuchar,listen,TRUE,dict
tras,109409,tras,tras,transformar,transform,TRUE,dict
cree,109380,cree,cree,crecimiento,growth,TRUE,dict
cambio,108920,cambio,cambio,cambiar,change / capsize / switch,TRUE,dict
luz,108503,luz,luz,lukas,[UNTRANSLATED] lukas,FALSE,untranslated
oportunidad,108478,oportunidad,oportunidad,operacional,operational,TRUE,dict
fui,107891,fui,fui,ir,to go,TRUE,override
sistema,107860,sistema,sistema,siniestro,grim / sinister / accident,TRUE,dict
embargo,107758,embargo,embargo,embalse,reservoir,TRUE,dict
teléfono,107525,teléfono,teléfono,tedio,tedium,TRUE,dict
dices,107034,dices,dices,dibujar,draw / pencil,TRUE,dict
seis,106876,seis,seis,seducir,seduce,TRUE,dict
alto,106802,alto,alto,altitud,altitude,TRUE,dict
habla,106620,habla,habla,habilidad,ability / craft / skill,TRUE,dict
fiesta,106187,fiesta,fiesta,ficha,index card / chip,TRUE,dict
loco,105913,loco,loco,lncluso,[UNTRANSLATED] lncluso,FALSE,untranslated
atrás,105663,atrás,atrás,atropina,atropine,TRUE,dict
debemos,105402,debemos,debemos,death,[UNTRANSLATED] death,FALSE,untranslated
pregunta,105358,pregunta,pregunta,predeterminado,[UNTRANSLATED] predeterminado,FALSE,untranslated
hacen,105315,hacen,hacen,haber,to have (aux.)/there is,TRUE,override
seguir,104984,seguir,seguir,secuestrar,abduct / kidnap,TRUE,dict
quieren,104978,quieren,quieren,querer,to want,TRUE,override
dio,104868,dio,dio,dinar,dinar,TRUE,dict
paso,104786,paso,paso,pasar,take / spend / go,TRUE,dict
falta,104348,falta,falta,fallar,fail,TRUE,dict
fácil,104304,fácil,fácil,fusilar,[UNTRANSLATED] fusilar,FALSE,untranslated
ido,104001,ido,ido,identificar,identify,TRUE,dict
padres,103930,padres,padres,oír,hear,TRUE,dict
vino,103897,vino,vino,vigilar,look / watch / keep,TRUE,dict
hiciste,103778,hiciste,hiciste,hester,[UNTRANSLATED] hester,FALSE,untranslated
estaban,103610,estaban,estaban,esquina,corner,TRUE,dict
situación,103446,situación,situación,sentir,feel / be,TRUE,dict
abajo,103283,abajo,abajo,abad,abbot / abad,TRUE,dict
única,102884,única,única,este,this,TRUE,override
siendo,102733,siendo,siendo,sherri,[UNTRANSLATED] sherri,FALSE,untranslated
modo,102519,modo,modo,modalidad,modality,TRUE,dict
información,102513,información,información,infinito,infinite,TRUE,dict
dólares,102258,dólares,dólares,decir,to say/tell,TRUE,override
esté,102017,esté,esté,estàn,[UNTRANSLATED] estàn,FALSE,untranslated
hermana,101162,hermana,hermana,heredar,inherit,TRUE,dict
tuvo,100620,tuvo,tuvo,tumbar,[UNTRANSLATED] tumbar,FALSE,untranslated
dado,100541,dado,dado,c,[UNTRANSLATED] c,FALSE,untranslated
música,100209,música,música,mínimo,minimum / minimal,TRUE,dict
paz,100159,paz,paz,patsy,[UNTRANSLATED] patsy,FALSE,untranslated
culpa,100086,culpa,culpa,culinario,culinary,TRUE,dict
queda,99750,queda,queda,pólvora,gunpowder,TRUE,dict
real,99733,real,real,rayna,[UNTRANSLATED] rayna,FALSE,untranslated
auto,99696,auto,auto,austríaco,austrian,TRUE,dict
palabra,99679,palabra,palabra,pagar,pay / go,TRUE,dict
deberías,99624,deberías,deberías,deber,homework / duty / have,TRUE,dict
sola,99591,sola,sola,sobrio,[UNTRANSLATED] sobrio,FALSE,untranslated
derecho,99103,derecho,derecho,deprimido,[UNTRANSLATED] deprimido,FALSE,untranslated
lista,99093,lista,lista,lingote,ingot,TRUE,dict
partido,98783,partido,partido,parque,farm / park,TRUE,dict
orden,98419,orden,orden,oposición,opposition,TRUE,dict
exactamente,98103,exactamente,exactamente,evolución,evolution,TRUE,dict
nacional,97832,nacional,nacional,mítico,mythical,TRUE,dict
listo,97811,listo,listo,lino,linen,TRUE,dict
comida,97638,comida,comida,cometer,commit,TRUE,dict
necesitamos,97624,necesitamos,necesitamos,navegar,sail / cruise,TRUE,dict
habría,97608,habría,habría,hablar,gabble / talk / discuss,TRUE,dict
libro,97501,libro,libro,liberar,discharge / free / release,TRUE,dict
capitán,97498,capitán,capitán,capitalino,[UNTRANSLATED] capitalino,FALSE,untranslated
diciendo,97488,diciendo,diciendo,dibujar,draw / pencil,TRUE,dict
comer,97387,comer,comer,comenzar,begin / commence,TRUE,dict
sabemos,96930,sabemos,sabemos,ryo,[UNTRANSLATED] ryo,FALSE,untranslated
lejos,96430,lejos,lejos,legislativo,legislative,TRUE,dict
pasando,96380,pasando,pasando,partir,split,TRUE,dict
morir,96325,morir,morir,morboso,[UNTRANSLATED] morboso,FALSE,untranslated
haga,96236,haga,haga,hacer,to do/make,TRUE,override
puesto,96203,puesto,puesto,poder,to be able to/can,TRUE,override
calle,96005,calle,calle,callar,[UNTRANSLATED] callar,FALSE,untranslated
dicen,95693,dicen,dicen,dibujar,draw / pencil,TRUE,dict
estabas,95588,estabas,estabas,esquina,corner,TRUE,dict
par,95417,par,par,panico,[UNTRANSLATED] panico,FALSE,untranslated
vete,95198,vete,vete,verona,[UNTRANSLATED] verona,FALSE,untranslated
política,95063,política,política,polea,pulley,TRUE,dict
malo,94881,malo,malo,maletín,case / briefcase,TRUE,dict
habitación,94593,habitación,habitación,haber,to have (aux.)/there is,TRUE,override
probablemente,94355,probablemente,probablemente,principiante,beginner,TRUE,dict
estuvo,94320,estuvo,estuvo,estupido,[UNTRANSLATED] estupido,FALSE,untranslated
éste,94130,éste,éste,áfrica,africa,TRUE,dict
plan,93919,plan,plan,pistola,gun,TRUE,dict
especial,93698,especial,especial,esparcir,scatter,TRUE,dict
palabras,93575,palabras,palabras,pagar,pay / go,TRUE,dict
pequeña,93405,pequeña,pequeña,pensar,think,TRUE,dict
ok,92530,ok,ok,ofrecer,offer,TRUE,dict
creer,92453,creer,creer,crediticio,[UNTRANSLATED] crediticio,FALSE,untranslated
relación,92441,relación,relación,rehén,hostage,TRUE,dict
chicas,92341,chicas,chicas,chevalier,[UNTRANSLATED] chevalier,FALSE,untranslated
ley,91988,ley,ley,levantar,erect / raise,TRUE,dict
bebé,91942,bebé,bebé,beber,drink,TRUE,dict
pensando,91862,pensando,pensando,penal,penal,TRUE,dict
conozco,91817,conozco,conozco,conocer,to know (be familiar with),TRUE,override
simplemente,91798,simplemente,simplemente,silbido,whistle,TRUE,dict
acerca,91649,acerca,acerca,aceptar,accept,TRUE,dict
diez,91543,diez,diez,dar,to give,TRUE,override
esperar,91507,esperar,esperar,espera,wait,TRUE,dict
través,91507,través,través,trasplante,transplantation,TRUE,dict
tuve,91480,tuve,tuve,torcer,curve / twist,TRUE,dict
centro,91320,centro,centro,centralita,switchboard,TRUE,dict
largo,91148,largo,largo,lanzar,cast / launch / sling,TRUE,dict
buscando,90780,buscando,buscando,buscar,look / search / seek,TRUE,dict
cama,90769,cama,cama,calvin,[UNTRANSLATED] calvin,FALSE,untranslated
nuestras,90475,nuestras,nuestras,novecientos,[UNTRANSLATED] novecientos,FALSE,untranslated
recuerdo,89726,recuerdo,recuerdo,récord,record,TRUE,dict
rey,89710,rey,rey,revisar,review / revise / overhaul,TRUE,dict
españa,89245,españa,españa,espanyol,[UNTRANSLATED] espanyol,FALSE,untranslated
voz,88556,voz,voz,volver,take / see / come,TRUE,dict
dame,88513,dame,dame,daleks,[UNTRANSLATED] daleks,FALSE,untranslated
demás,88434,demás,demás,demostrar,demonstrate / show,TRUE,dict
sra.,88400,sra.,sra,southfork,[UNTRANSLATED] southfork,FALSE,untranslated
saben,88320,saben,saben,ryu,[UNTRANSLATED] ryu,FALSE,untranslated
mil,88198,mil,mil,miel,honey,TRUE,dict
lleva,87354,lleva,lleva,llegar,come / arrive / get,TRUE,dict
tenga,86947,tenga,tenga,temps,[UNTRANSLATED] temps,FALSE,untranslated
necesitas,86587,necesitas,necesitas,nba,nba,TRUE,dict
conseguir,86568,conseguir,conseguir,consecuencia,consequence / result / aftermath,TRUE,dict
amo,86373,amo,amo,amita,[UNTRANSLATED] amita,FALSE,untranslated
propia,86122,propia,propia,prometer,promise / pledge,TRUE,dict
dime,85896,dime,dime,decir,to say/tell,TRUE,override
propio,85823,propio,propio,promover,promote,TRUE,dict
sitio,85812,sitio,sitio,sentir,feel / be,TRUE,dict
resto,85118,resto,resto,respirar,breathe,TRUE,dict
oficina,85097,oficina,oficina,odiar,hate,TRUE,dict
libre,85061,libre,libre,liberar,discharge / free / release,TRUE,dict
segura,85025,segura,segura,sede,headquarters,TRUE,dict
peor,84837,peor,peor,pensar,think,TRUE,dict
estará,84648,estará,estará,estar,to be (state/location),TRUE,override
poner,84462,poner,poner,polonia,poland,TRUE,dict
fuerza,84398,fuerza,fuerza,fsln,[UNTRANSLATED] fsln,FALSE,untranslated
marido,84318,marido,marido,marea,tide,TRUE,dict
arma,83893,arma,arma,arlen,[UNTRANSLATED] arlen,FALSE,untranslated
puta,83640,puta,puta,puntapié,[UNTRANSLATED] puntapié,FALSE,untranslated
oído,83399,oído,oído,otto,[UNTRANSLATED] otto,FALSE,untranslated
llevar,83244,llevar,llevar,lleno,full,TRUE,dict
podrías,83204,podrías,podrías,pobrecito,[UNTRANSLATED] pobrecito,FALSE,untranslated
ejemplo,83157,ejemplo,ejemplo,ejecutar,execute,TRUE,dict
mucha,82823,mucha,mucha,mover,move / shift,TRUE,dict
control,82698,control,control,contribuir,contribute,TRUE,dict
esperando,82683,esperando,esperando,espejito,[UNTRANSLATED] espejito,FALSE,untranslated
atención,82391,atención,atención,atar,bind / tie / strap,TRUE,dict
don,82202,don,don,dominicano,dominican,TRUE,dict
fuego,82127,fuego,fuego,fruto,fruit,TRUE,dict
llamado,81962,llamado,llamado,litera,bunk,TRUE,dict
madrid,81548,madrid,madrid,macho,male,TRUE,dict
viaje,81501,viaje,viaje,ver,to see,TRUE,override
dormir,81384,dormir,dormir,dorar,gild,TRUE,dict
cuarto,81311,cuarto,cuarto,cuantitativo,quantitative,TRUE,dict
dr.,81308,dr.,dr,dov,[UNTRANSLATED] dov,FALSE,untranslated
siguiente,81191,siguiente,siguiente,sentar,seat / sit / settle,TRUE,dict
matar,81188,matar,matar,masha,[UNTRANSLATED] masha,FALSE,untranslated
habían,81143,habían,habían,hablar,gabble / talk / discuss,TRUE,dict
hagas,81124,hagas,hagas,hackeo,[UNTRANSLATED] hackeo,FALSE,untranslated
ambos,81094,ambos,ambos,ambigüedad,ambiguity,TRUE,dict
habrá,80772,habrá,habrá,hablar,gabble / talk / discuss,TRUE,dict
perdido,80772,perdido,perdido,pera,pear,TRUE,dict
prueba,80706,prueba,prueba,provisto,[UNTRANSLATED] provisto,FALSE,untranslated
futuro,80546,futuro,futuro,furtivamente,furtively,TRUE,dict
campo,80389,campo,campo,campeonato,championship,TRUE,dict
deben,80305,deben,deben,deb,[UNTRANSLATED] deb,FALSE,untranslated
hospital,80139,hospital,hospital,horquilla,fork,TRUE,dict
di,79843,di,di,devolver,give / return / send,TRUE,dict
ellas,79527,ellas,ellas,eliminar,delete / eliminate,TRUE,dict
vivo,79235,vivo,vivo,ver,to see,TRUE,override
piensa,79176,piensa,piensa,picado,[UNTRANSLATED] picado,FALSE,untranslated
semanas,78903,semanas,semanas,segundo,second,TRUE,dict
edad,78894,edad,edad,económico,economic / economical / inexpensive,TRUE,dict
ayudar,78887,ayudar,ayudar,ayudame,[UNTRANSLATED] ayudame,FALSE,untranslated
venido,78846,venido,venido,vender,sell,TRUE,dict
murió,78814,murió,murió,multiplicidad,multiplicity,TRUE,dict
película,78746,película,película,pelear,litigate,TRUE,dict
san,78454,san,san,salvajismo,savagery,TRUE,dict
maldita,78300,maldita,maldita,maica,[UNTRANSLATED] maica,FALSE,untranslated
preocupes,77900,preocupes,preocupes,premiar,reward / prize-winning,TRUE,dict
estados,77690,estados,estados,estacionar,[UNTRANSLATED] estacionar,FALSE,untranslated
niña,77659,niña,niña,nigeriano,nigerian,TRUE,dict
vista,77413,vista,vista,virgin,[UNTRANSLATED] virgin,FALSE,untranslated
junto,77315,junto,junto,julia,[UNTRANSLATED] julia,FALSE,untranslated
correcto,77124,correcto,correcto,corral,farmyard,TRUE,dict
llamar,76992,llamar,llamar,litro,litre,TRUE,dict
basta,76950,basta,basta,basil,[UNTRANSLATED] basil,FALSE,untranslated
john,76877,john,john,jock,[UNTRANSLATED] jock,FALSE,untranslated
aire,76848,aire,aire,airado,[UNTRANSLATED] airado,FALSE,untranslated
encima,76632,encima,encima,encerrar,enclose / shut,TRUE,dict
cielo,76625,cielo,cielo,ciclista,cyclist,TRUE,dict
iré,76578,iré,iré,irrevocable,irrevocable,TRUE,dict
buscar,76470,buscar,buscar,buscar,look / search / seek,TRUE,dict
programa,76383,programa,programa,productivo,productive,TRUE,dict
personal,76349,personal,personal,perplejo,[UNTRANSLATED] perplejo,FALSE,untranslated
café,76267,café,café,caer,warm / collapse / drop,TRUE,dict
detrás,75904,detrás,detrás,detestar,detest,TRUE,dict
público,75548,público,público,pasar,take / spend / go,TRUE,dict
minuto,75529,minuto,minuto,minero,miner / mining,TRUE,dict
director,75524,director,director,dique,dam,TRUE,dict
llegó,75408,llegó,llegó,llanura,plain,TRUE,dict
demonios,75100,demonios,demonios,democristiano,[UNTRANSLATED] democristiano,FALSE,untranslated
pienso,74926,pienso,pienso,picaporte,[UNTRANSLATED] picaporte,FALSE,untranslated
verte,74715,verte,verte,verbena,[UNTRANSLATED] verbena,FALSE,untranslated
acaba,74616,acaba,acaba,abusar,abuse,TRUE,dict
boca,74341,boca,boca,bobbie,[UNTRANSLATED] bobbie,FALSE,untranslated
diga,74285,diga,diga,difundir,spread,TRUE,dict
anoche,74140,anoche,anoche,marie,[UNTRANSLATED] marie,FALSE,untranslated
vuelve,73971,vuelve,vuelve,volver,take / see / come,TRUE,dict
dirección,73937,dirección,dirección,diplomático,diplomatic,TRUE,dict
llamada,73881,llamada,llamada,literario,literary,TRUE,dict
ud.,73708,ud.,ud,típico,typical,TRUE,dict
servicio,73676,servicio,servicio,sepelio,[UNTRANSLATED] sepelio,FALSE,untranslated
ésta,73379,ésta,ésta,ácido,acid / sour,TRUE,dict
idiota,73201,idiota,idiota,identificar,identify,TRUE,dict
jugar,73018,jugar,jugar,judicial,judicial,TRUE,dict
mala,73012,mala,mala,magnífico,glorious / magnificent / superb,TRUE,dict
social,72800,social,social,sobrecarga,[UNTRANSLATED] sobrecarga,FALSE,untranslated
médico,72630,médico,médico,myung,[UNTRANSLATED] myung,FALSE,untranslated
mes,72606,mes,mes,merecedor,[UNTRANSLATED] merecedor,FALSE,untranslated
obra,72583,obra,obra,obispado,bishopric,TRUE,dict
asunto,72466,asunto,asunto,asumir,assume,TRUE,dict
perder,72268,perder,perder,pepino,cucumber,TRUE,dict
dejó,72262,dejó,dejó,dejo,[UNTRANSLATED] dejo,FALSE,untranslated
armas,71938,armas,armas,armani,[UNTRANSLATED] armani,FALSE,untranslated
duro,71929,duro,duro,durar,last,TRUE,dict
querido,71689,querido,querido,quejar,[UNTRANSLATED] quejar,FALSE,untranslated
preguntas,71395,preguntas,preguntas,prefectura,prefecture,TRUE,dict
queremos,71159,queremos,queremos,quejar,[UNTRANSLATED] quejar,FALSE,untranslated
perdón,71136,perdón,perdón,perdiz,partridge,TRUE,dict
deberíamos,70848,deberíamos,deberíamos,deber,homework / duty / have,TRUE,dict
pie,70846,pie,pie,pibe,[UNTRANSLATED] pibe,FALSE,untranslated
mayoría,70801,mayoría,mayoría,mauro,[UNTRANSLATED] mauro,FALSE,untranslated
unidos,70669,unidos,unidos,uds,[UNTRANSLATED] uds,FALSE,untranslated
segunda,70555,segunda,segunda,sedal,[UNTRANSLATED] sedal,FALSE,untranslated
empezar,70454,empezar,empezar,empeoramiento,impairment,TRUE,dict
mía,70219,mía,mía,mártir,martyr,TRUE,dict
digas,70106,digas,digas,difundir,spread,TRUE,dict
