rank,lemma,original_lemma,old_translation,new_translation,translation_changed,review_reason,past_relation,past_tense,past_person,past_number,past_context,past_confidence,past_reason,tags
2060,éramos,ser,we were (identity/essence/origin/time),we were (identity/essence/origin/time; ongoing habitual/background past),yes,rewritten_manual_be,past_tense_detected,imperfect,first,plural,ongoing habitual/background past,high,manual_ser_imperfect,past|imperfect|first|plural
2071,trataba,tratar,I treated,I treated; he treated; she treated; it treated (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
2076,decidió,decidir,he decided; she decided; it decided,he decided; she decided; it decided (completed past),yes,manual_english_past_override,past_tense_detected,preterite,third,singular,completed past,high,regular_er_ir_preterite_3sg,past|preterite|third|singular
2077,venía,venir,I came,I came; he came; she came; it came (ongoing habitual/background past),yes,manual_english_past_override,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
2116,dejaste,dejar,you left,you left (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
2117,hablé,hablar,I talked,I talked (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
2173,diste,dar,I am far from,you gave (completed past),yes,manual_english_past_override,past_tense_detected,preterite,second,singular,completed past,high,manual_dar_preterite,past|preterite|second|singular
2176,tomé,tomar,I took,I tooked (completed past),yes,inflected_english_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
2182,querían,querer,they desired,they wanted (ongoing habitual/background past),yes,manual_english_past_override,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|third|plural
2186,sepas,saber,you know (present subjunctive),you know (present subjunctive),no,blocked_by_existing_mood_tag,,,,,,,,subjunctive|present|second|singular
2187,vieron,ver,they saw,they saw (completed past),yes,manual_english_past_override,past_tense_detected,preterite,third,plural,completed past,high,manual_ver_preterite,past|preterite|third|plural
2192,hubieras,haber,you had (past subjunctive; auxiliary/existence),you had (past subjunctive; auxiliary/existence),no,blocked_by_existing_mood_tag,,,,,,,,subjunctive|imperfect_ra|second|singular
2199,apareció,aparecer,he appeared; she appeared; it appeared,he appeared; she appeared; it appeared (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_er_ir_preterite_3sg,past|preterite|third|singular
2218,desapareció,desaparecer,he disappeared; she disappeared; it disappeared,he disappeared; she disappeared; it disappeared (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_er_ir_preterite_3sg,past|preterite|third|singular
2227,fueran,ir,they went (past subjunctive),they went (past subjunctive),no,blocked_by_existing_mood_tag,,,,,,,,subjunctive|imperfect_ra|third|plural
2231,pasé,pasar,I passed,I passed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
2243,llamé,llamar,I summoned,I summoned (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
2252,podían,poder,they were able to,they could (ongoing habitual/background past),yes,manual_english_past_override,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|third|plural
2290,gustó,gustar,he tasted; she tasted; it tasted,he tasted; she tasted; it tasted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
2308,intentó,intentar,he tried; she tried; it tried,he tried; she tried; it tried (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
2322,ganó,ganar,he gained; she gained; it gained,he gained; she gained; it gained (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
2337,preguntaba,preguntar,I asked,I asked; he asked; she asked; it asked (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
2343,habíamos,haber,we had (auxiliary/existence),we had (auxiliary/existence; ongoing habitual/background past),yes,manual_english_past_override,past_tense_detected,imperfect,first,plural,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|first|plural
2347,llevaron,llevar,they took,they tooked (completed past),yes,inflected_english_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
2353,pensamos,pensar,we thought,we thought,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
2357,cambió,cambiar,he changed; she changed; it changed,he changed; she changed; it changed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
2366,íbamos,ir,we went,we went (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,first,plural,ongoing habitual/background past,high,manual_ir_imperfect,past|imperfect|first|plural
2367,pasaba,pasar,I passed,I passed; he passed; she passed; it passed (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
2378,olvidé,olvidar,I forgeted,I forgeted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
2399,mataron,matar,they killed,they killed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
2402,llevamos,llevar,we took,we took,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
2412,fueras,ir,you went (past subjunctive),you went (past subjunctive),no,blocked_by_existing_mood_tag,,,,,,,,subjunctive|imperfect_ra|second|singular
2413,dejaron,dejar,they left,they left (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
2422,vivía,vivir,I lived,I lived; he lived; she lived; it lived (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
2424,encontraste,encontrar,you met,you met (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
2458,intenté,intentar,I tried,I tried (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
2471,nació,nacer,he was born; she was born; it was born,he was born; she was born; it was born (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_er_ir_preterite_3sg,past|preterite|third|singular
2479,pregunté,preguntar,I asked,I asked (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
2480,hubieran,haber,they had (past subjunctive; auxiliary/existence),they had (past subjunctive; auxiliary/existence),no,blocked_by_existing_mood_tag,,,,,,,,subjunctive|imperfect_ra|third|plural
2482,maté,matar,I killed,I killed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
2496,seguimos,seguir,we followed,we followed,no,regular_ir_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ir_1pl_ambiguous_with_present,past|preterite|first|plural
2516,trabajaba,trabajar,I worked,I worked; he worked; she worked; it worked (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
2542,suponía,suponer,I supposed,I supposed; he supposed; she supposed; it supposed (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
2555,seguía,seguir,I followed,I followed; he followed; she followed; it followed (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
2564,señaló,señalar,he signaled; she signaled; it signaled,he signaled; she signaled; it signaled (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
