count,spanish,pos,flags,usage,source_column,lemma_original,lemma_normalized,lemma_lemmatized,lemma_lookup_used,lemma_translated,translated_flag,translation_source
1328549,deber,v,,292452:debe|186785:debería|154548:debo|117004:debes|105402:debemos|99624:deberías|80305:deben|70848:deberíamos|42007:debía|28931:deberían|25775:debió|21853:debí|15187:deberá|10562:debiste|9872:deba|8330:deberán|8001:debían|5224:debieron|4626:debamos|4432:debías|4115:debimos|3953:debas|3929:debíamos|3806:debiera|3791:debéis|3058:deberíais|2845:deberás|1686:deberemos|1579:deban|1298:deberé|990:debiendo|890:debieran|800:debieras|764:deberse|717:debiéramos|319:deva|237:devo|210:deberle|206:debés|174:deberéis|158:debíais|131:debiese|131:debisteis|110:debiéndose|86:deberte|86:deven|74:deve|62:deberme|62:debáis|42:debiéndome|38:debieses|36:debiéndole|33:dever|30:deberles|30:devemos|28:debierais|27:deves|24:debiésemos|21:debiesen|20:debernos|17:devería|14:devido|13:deveríamos|13:deverías|12:devida|10:debiéndote|10:devan|9:deberos|8:debé|8:devas|8:devés|7:debérselo|7:deviste|6:deberla|6:debértelo|6:deverá|5:deberlo|5:debérmelo|5:devimos|4:debeos|4:deverían|4:devió|4:devían,spanish,deber,deber,deber,deber,homework / duty / haveto,TRUE,dict
1294788,mucho,adv,,1294788:muy,spanish,mucho,mucho,mucho,mucho,a lot of / a lot,TRUE,dict
1270535,otro,determiner,,482966:otra|412548:otro|231669:otros|143352:otras,spanish,otro,otro,otro,otro,another / other / others,TRUE,dict
1253362,así,adv,,1205977:así|47021:asi|115:asín|82:ansí|60:haci|56:assí|32:ansina|14:hací|5:asina,spanish,así,así,así,así,like this/so,TRUE,override
1214057,ahora,adv,,1213835:ahora|222:agora,spanish,ahora,ahora,ahora,ahora,now,TRUE,override
1192980,vez,n,,930765:vez|262197:veces|18:vezes,spanish,vez,vez,vez,vez,time/occasion,TRUE,override
1188601,cuando,conj,,1188601:cuando,spanish,cuando,cuando,cuando,cuando,when,TRUE,override
1125191,algo,pron,,1125191:algo,spanish,algo,algo,algo,algo,something,TRUE,override
1123069,dejar,v,,144278:dejar|138097:deja|111119:déjame|72262:dejó|55336:dejado|38101:deje|32658:dejé|30305:dejes|28283:dejo|27139:dejaré|26238:déjalo|24436:dejas|22056:dejarlo|21862:déjeme|20742:dejaste|19573:dejan|19050:dejando|18039:dejen|17726:dejaron|15847:dejamos|14642:dejarme|13165:dejarte|11479:déjenme|11023:dejará|11005:dejaba|9673:dejaría|9508:déjala|9117:dejarla|9109:dejemos|8583:dejara|8176:dejame|6684:dejaremos|5920:dejarle|5278:dejarás|5216:dejarán|5035:dejadme|4755:dejarnos|4485:dejad|4415:déjanos|4326:dejarlos|4017:déjate|3834:déjelo|3630:dejarse|3600:dejaras|3553:déjale|3436:dejaban|2783:dejaran|2663:déjenlo|2544:déjalos|2308:dejarías|2204:dejémoslo|2095:déjenos|1814:dejalo|1758:dejare|1606:déjamelo|1593:dejéis|1579:dejarían|1504:déjela|1449:dejarles|1326:dejarlas|1207:dejase|1155:dejadlo|1027:dejáis|1026:dejándome|1021:déjennos|996:déjenla|916:déjese|850:dejándolo|755:dejadle|737:dejados|690:déjalas|682:dejabas|667:dejala|652:dejaros|638:dejadnos|627:dejándose|604:dejándola|598:déjenlos|589:déjele|578:déjales|574:déjelos|535:dejáramos|514:dejándole|513:dejándote|500:dejá|489:dejadla|462:dejémonos|416:dejaríamos|406:déjemelo|405:dejándonos|358:dejárselo|340:dejanos|332:dejate|330:dejasteis|318:dejábamos|293:dejasen|282:dejases|276:dejándolos|275:dejémosle|260:déjense|246:déjenle|233:dejalos|210:dejémosla|205:déjamela|187:dejás|173:dejaos|172:dejémoslos|170:déjenmelo|168:déjelas|167:dejale|165:dejaréis|148:dejadles|145:dejármelo|144:dejadlos|142:dejártelo|132:dejándoles|128:dejémosles|125:dejándolas|115:dejársela|113:dejádmelo|110:déjenlas|109:déjeles|84:dejásemos|82:déjamelos|81:dejarais|78:déjatelo|70:déjanoslo|65:dejármela|61:dejadlas|53:dejalas|53:dejárselas|53:déjeselo|49:dexa|46:déjemela|44:dejales|43:dejareis|42:dejártela|42:dejés|42:déjenoslo|41:dejárselos|38:dejaríais|32:dejámelo|32:déjatela|32:déjenles|31:dejémoslas|26:déjamelas|22:déjemelos|22:déjenmela|21:déjenmelos|20:déjatelos|19:dejabais|19:dejaseis|19:dejándoos|19:déjenselo|17:dejármelas|17:dejárnoslo|16:dejármelos|16:dejártelos|12:dejádmelos|12:déjesela|12:déjeselos|11:dejándoselo|11:dexar|10:dejártelas|9:dejádmela|8:dejándosela|8:déjatelas|7:dejaren|7:dejádnoslo|7:dejárnosla|7:déjanosla|6:dejámela|6:dexado|6:dexan|6:dexando|5:dejándomela|5:dejándomelo|5:déjanoslos|5:déjemelas|4:dejáremos|4:dejárosla|4:dejársele|4:déjenosla|4:déjensela,spanish,dejar,dejar,dejar,dejar,giveup / leave / lend,TRUE,dict
1051556,hablar,v,,357328:hablar|147959:hablando|106620:habla|49687:hablas|38193:hablado|37063:hablo|36384:hablamos|25870:habló|22748:hable|22139:hablaba|20737:hablé|19624:hablan|16951:hablemos|16901:hables|13973:hablaremos|13906:hablaré|10677:hablarle|9670:hablarte|9144:hablaste|8072:háblame|6691:hablarme|5057:hablará|5005:hablaron|4865:hablen|4807:hablaban|4015:hablara|3753:hablábamos|3277:hablabas|2922:hablarlo|2032:hablaría|1960:hablarles|1722:hablarás|1552:hábleme|1435:hablarnos|1347:habláis|1297:hablaras|1133:háblale|1129:hablarán|1027:hablarse|889:hablad|819:hablándole|696:habláramos|678:hablaran|674:háblanos|665:hablándome|660:hablase|621:hablare|551:hablame|515:habléis|481:hablaríamos|468:hablaros|418:hablarías|416:háblenos|367:hablándote|301:hablasteis|255:hablás|239:hablarían|231:háblele|219:hablabais|219:háblales|174:hablados|173:hablá|164:hablásemos|147:háblenme|136:hablémoslo|135:hablándoles|135:háblalo|133:hablases|118:hablaréis|113:habladme|108:hablasen|101:hablándonos|88:hablale|71:hablándolo|68:hablándose|56:hablarla|52:hablanos|51:háblelo|47:hábleles|43:hablés|37:hablarais|36:hablarlas|28:habladle|24:háblenle|23:hablales|20:háblenlo|15:habladlo|15:hablarlos|15:hablaríais|15:háblennos|13:háblese|12:hablaren|11:hablalo|11:hablares|10:háblenles|9:fablar|9:hablareis|9:hablándoos|9:hablémosle|8:fables|8:habladnos|8:hablándola|8:háblense|7:fable|7:habladles|7:hablaseis|7:hablémonos|4:hablate|4:habláremos,spanish,hablar,hablar,hablar,hablar,speak,TRUE,dict
1030723,pasar,v,,339032:pasa|162454:pasó|155741:pasar|96380:pasando|53551:pase|24676:pasará|19508:pasé|19298:pasan|18120:pasaba|14822:pasamos|12983:pasaron|10403:pasaría|10364:pasara|9728:pasen|9670:pasas|6688:pases|5767:pasaste|5097:pasaré|4123:pásame|4026:pasaban|3950:pasarme|3929:pasaremos|3247:pasarán|3126:pasemos|2176:pasarse|2165:pasarte|2081:pasarle|1912:pasarás|1814:pasarla|1479:pasad|1386:pasábamos|1318:pásalo|1100:pasaran|1029:pasase|910:pásala|804:pasarían|788:pasaras|738:pasarnos|678:pásate|622:páseme|601:pásamelo|565:pasándolo|559:pasabas|548:pasándola|542:pasarías|466:pasadlo|435:pasaríamos|415:pásamela|403:paséis|374:pasame|374:pásale|372:pasarlos|335:pasáis|304:pasáramos|290:pasarlas|284:pasárselo|255:pasarles|247:pasándose|237:pasare|235:pasá|230:pasándome|224:pásatelo|218:pásenla|206:pásemelo|197:pasármelo|193:pasándole|185:pásenlo|176:páselo|160:pasasteis|150:pasaréis|130:pasártelo|118:pasársela|118:pásenme|114:pasaros|114:pásele|110:pásese|106:pásalos|98:pásela|95:pasala|95:pasándote|94:pasándoselo|93:pásemela|91:pasás|85:pasalo|82:pasasen|76:pásalas|70:pasate|68:pasármela|64:pasárnoslo|55:pasadme|54:pásenle|47:pasándolas|47:pasándonos|47:pásenlos|46:pasémoslo|45:pásanos|44:pasases|43:passé|42:pasabais|39:pasareis|37:pasándomelo|34:pasáoslo|34:pasémosla|34:pásales|32:pasaos|32:pasándolos|31:pasale|31:pasarais|30:pasándotelo|30:pasártela|28:passo|28:pásamelos|27:pasándoles|25:páselos|24:pasaríais|24:pasároslo|24:pásatela|23:pasárselos|23:pásamelas|23:pásenlas|21:pásense|19:pasándosela|19:pasásemos|17:pasámelo|16:pasándonoslo|15:páselas|14:pasadla|14:pasársele|13:passado|12:páseselo|11:pasadle|11:pasémosle|11:pásenselo|10:pasadlos|10:passar|9:pasándomela|9:pasármelas|9:pasármelos|8:passada|8:pásenos|7:pasadlas|7:pasalos|7:pasámela|7:pásenmela|6:pasándotela|6:páseles|6:pásenmelo|6:pásensela|5:pasaren|5:pasándoselos|5:pasémoslos|5:pásanoslo|4:pasanos|4:pasádmela|4:pasádmelo|4:pásemelos|4:pásenmelas|4:pásenmelos|4:pásesela,spanish,pasar,pasar,pasar,pasar,happen / spend,TRUE,dict
1017770,mucho,determiner,DUPLICATE,599601:mucho|183573:muchas|151773:muchos|82823:mucha,spanish,mucho,mucho,mucho,mucho,a lot of / a lot,TRUE,dict
966494,nada,pron,,960184:nada|6117:na|193:ná,spanish,nada,nada,nada,nada,nothing,TRUE,override
935449,cómo,adv,,935449:cómo,spanish,cómo,cómo,cómo,cómo,how,TRUE,dict
912140,solo,adv,,912140:sólo,spanish,solo,solo,solo,solo,only,TRUE,override
898570,sentir,v,,521986:siento|62736:siente|55919:sentir|49414:sientes|29134:sentía|26249:sentí|20063:sienta|13566:sintió|12437:sentimos|12210:sentirse|12072:sientas|11293:sienten|7110:sentirme|6844:sintiendo|5152:sentiría|4990:sentirlo|4975:sientan|4816:sentirte|3931:sentirás|3672:sentiste|3522:sentirá|2343:sentías|2212:sintiera|1873:sentían|1826:sentiré|1579:sentirías|1548:sintieron|1356:siéntete|1089:sentís|1048:sentirán|1037:sintiéndose|1012:sentirnos|1008:sentíamos|805:sintieras|805:sintiéndome|689:siéntase|679:sentirla|518:siéntelo|507:siéntanse|441:sintamos|408:sentirían|396:sentiremos|347:sintieran|322:sintiese|297:sintiéndote|267:sentirlos|191:sentiríamos|154:sintáis|150:sentirlas|141:sintiéndolo|127:sentiros|116:siéntalo|111:siéntela|94:sintiéramos|91:sentiréis|86:sentirle|83:sintiéndonos|75:sentíos|62:sintieses|58:siénteme|53:siéntala|45:sentid|44:siéntanlo|42:sintiesen|38:sintiéndola|32:sentiríais|30:sentíais|26:sentisteis|20:siéntalos|20:siéntelas|18:siéntame|18:siéntelos|17:siéntale|14:sentite|13:sentirles|13:sintierais|11:sintiésemos|10:sintámonos|9:sentidlo|8:siéntanla|7:sentime|7:sintiéndolos|6:sentilo|6:siéntalas|5:sintiéndoos|4:sintiéndolas|4:sintiéndole|4:siéntele|4:siéntenos,spanish,sentir,sentir,sentir,sentir,feel,TRUE,dict
885709,pensar,v,,164934:pensé|122575:pensar|91862:pensando|79176:piensa|74926:pienso|63798:piensas|60669:pensaba|41426:pensado|23840:pensó|20453:piensan|18232:pensamos|14326:piense|12543:pienses|11192:pensaste|9488:pensarlo|7253:piénsalo|6573:pensabas|5933:piensen|4978:pensaría|4804:pensaron|4245:pensaré|4053:pensaban|3877:pensará|3834:pensábamos|3275:pensara|2449:pensemos|2410:pensándolo|2281:pensarán|2210:pensarás|2071:pensáis|1562:pensarías|1366:piénselo|1317:pensaras|1079:pensaremos|920:pensaran|830:pensad|817:pensarían|787:pensarse|702:pensada|611:piénsenlo|562:pensás|559:piénsatelo|426:penséis|384:pensase|308:pensármelo|301:pensados|299:pensárselo|270:pensadas|261:piénsese|233:pensadlo|224:pensáramos|210:pensare|200:pensabais|188:pensá|157:pensártelo|144:pensasteis|115:pensaríamos|112:pensémoslo|111:pensaréis|91:pensases|88:pensarla|84:pensarlas|65:pensalo|63:pensasen|58:pensarte|54:pensaríais|42:pensarais|37:piénseselo|34:pensaren|33:pensásemos|32:pensarme|30:piénsate|29:pensarlos|21:pensareis|21:pensarnos|21:pensándomelo|20:pensándose|15:pensándoselo|15:pensárnoslo|13:pensándola|12:pensares|11:pensaseis|9:pensáoslo|8:pensándotelo|8:pensés|7:pensándome|7:pensároslo|6:pensársela|5:pensaros|5:pensate|4:pensarle|4:pensándote|4:piénsala|4:piénsalas|4:piénsenla|4:piénsenselo,spanish,pensar,pensar,pensar,pensar,think,TRUE,dict
870759,porque,conj,,870759:porque,spanish,porque,porque,porque,porque,because,TRUE,override
854802,esperar,v,,289591:espera|134308:espero|91507:esperar|82683:esperando|44452:esperaba|42737:espere|24871:esperen|16481:esperamos|15534:esperan|14396:esperas|10365:esperemos|8891:esperaré|6497:esperad|5882:espérame|5608:esperabas|5392:esperé|4664:esperaban|4618:esperábamos|4089:esperaremos|4055:esperes|3289:esperó|3164:esperándote|2415:esperaría|1979:esperará|1946:esperándome|1578:esperara|1311:esperarse|1103:esperaste|1072:esperarme|1028:esperarte|1023:esperándolo|958:espérate|955:esperaron|931:esperarás|908:esperarlo|896:espérenme|832:esperándonos|817:esperarán|800:espéreme|686:esperaras|663:esperadme|649:esperándole|642:esperáis|626:esperá|614:esperándola|555:esperarla|516:esperarías|475:esperame|447:esperare|414:esperarle|414:esperase|367:esperaran|347:esperándolos|295:espéranos|262:esperéis|240:esperáramos|227:esperarnos|219:esperarlos|204:esperarían|184:esperaríamos|175:espérese|173:espéralo|170:esperabais|127:esperándoles|115:esperate|100:espérenos|82:esperases|78:esperás|77:esperarles|76:esperándoos|72:esperásemos|68:esperasen|67:esperémoslo|55:espérala|55:espérennos|54:esperándolas|46:esperaréis|46:espérense|42:esperarlas|38:esperadnos|38:esperándose|38:espérelo|34:espérenlo|29:espérale|27:esperanos|27:espéralos|25:esperaros|20:esperarais|18:espérela|17:esperalo|14:esperaseis|13:esperasteis|10:esperémosle|10:espérele|8:esperala|8:esperaos|8:esperémosla|8:espérelos|7:esperadle|7:esperareis|7:esperármelo|7:espérenla|6:esperadlo|6:esperárselo|5:esperalos|5:espérenlos|4:esperaríais|4:esperés|4:espérales,spanish,esperar,esperar,esperar,esperar,expect / hope / wait,TRUE,dict
854441,usted,pron,,668917:usted|184390:ustedes|1126:usté|8:ustés,spanish,usted,usted,usted,usted,you (formal),TRUE,override
850540,día,n,,506052:día|318147:días|16711:dia|9630:dias,spanish,día,día,día,día,day,TRUE,dict
841274,año,n,,611574:años|229700:año,spanish,año,año,año,año,year,TRUE,dict
838054,padre,n,,396287:padre|325343:madre|103930:padres|12494:madres,spanish,padre,padre,padre,padre,parent / father,TRUE,dict
820828,venir,v,,134025:viene|131556:venir|118329:venga|78846:venido|42724:vienen|39244:vine|33026:vienes|24275:vendrá|23499:vengan|23346:vengo|21135:venía|15825:viniste|13845:vinieron|12880:vendría|12220:viniendo|11433:vengas|8541:viniera|8341:vendrán|7976:vinimos|7153:venimos|6996:venid|6559:venían|5880:vendrás|4957:vinieras|4123:vendré|3875:vendrías|2141:venías|2135:vendrían|1785:vinieran|1706:venís|1650:vení|1558:vente|1556:veníamos|1100:viniese|694:vendremos|576:venirse|533:venirte|515:venidos|448:viniéramos|430:vengáis|393:venirme|367:vinieses|355:vengamos|277:vinisteis|246:vendríamos|211:vendréis|162:viniesen|159:vinierais|157:véngase|145:veníais|103:vendríais|103:venite|97:venirnos|91:venirle|62:vien|57:véngame|53:viniésemos|47:veniros|44:vénganse|43:vénganos|42:viniéndose|35:vinieseis|21:viniéndome|19:venme|17:venirles|17:viniere|15:veníos|10:viniéndote|9:venlo|9:vinieren|8:venírsele|5:vengás|5:véngalo|4:viniéndole|4:véngala,spanish,venir,venir,venir,venir,come,TRUE,dict
815459,nuestro,determiner,,310353:nuestro|273824:nuestra|140807:nuestros|90475:nuestras,spanish,nuestro,nuestro,nuestro,nuestro,our / ours,TRUE,dict
803297,gracias,n,,803297:gracias,spanish,gracias,gracias,gracias,gracias,thanks,TRUE,override
790380,cosa,n,,484381:cosas|305321:cosa|625:coso|53:cosos,spanish,cosa,cosa,cosa,cosa,thing,TRUE,dict
784866,dos,num,,784866:dos,spanish,dos,dos,dos,dos,two,TRUE,override
773153,sin,prep,,773153:sin,spanish,sin,sin,sin,sin,without,TRUE,override
767724,sobre,prep,,767724:sobre,spanish,sobre,sobre,sobre,sobre,about/on,TRUE,override
763792,solo,adj,DUPLICATE,622353:solo|99591:sola|24359:solos|17489:solas,spanish,solo,solo,solo,solo,only,TRUE,override
757480,alguno,determiner,,238669:alguna|199354:algún|181159:algunos|138298:algunas,spanish,alguno,alguno,alguno,alguno,any / some,TRUE,dict
747779,señor,n,,542633:señor|157598:señora|30699:señores|16792:señoras|57:señó,spanish,señor,señor,señor,señor,gentleman / lady / lord,TRUE,dict
741922,mirar,v,,366113:mira|52727:mire|44310:mirando|41758:mirar|37822:miren|22055:mírame|14260:miró|13629:miras|12958:mires|12428:mirad|11171:miraba|10474:mírate|8228:miré|7758:miran|7098:míralo|5937:mirado|4724:mirarme|3674:mírala|3539:miramos|3376:mirarlo|3041:mirándome|2928:mirarte|2914:mirá|2581:miraban|2566:mirarla|1986:miraré|1854:míreme|1799:míralos|1786:miraste|1587:miraron|1476:mirame|1430:míranos|1411:mírale|1317:miremos|1215:mirándolo|1171:mirarle|1109:mirabas|1108:mirara|1087:mirándola|1062:mírenme|1059:mirándote|1051:mirarse|972:mírelo|956:mírenlo|878:mirate|818:mirarlos|739:mirará|735:mirándonos|699:miraría|689:miralo|649:mirarnos|598:miraremos|568:mirábamos|557:mirándole|553:mirándose|542:míralas|504:mirarlas|497:miráis|487:mírense|487:mírese|462:miradme|449:mírela|447:miréis|444:mírenla|395:miraras|377:mirarán|333:mirarás|313:mirase|283:miraran|280:mirándolos|263:mirala|254:mírelos|253:mírenlos|226:miraos|224:miradlo|201:miradle|199:mírales|185:mirás|176:mirarles|155:miralos|150:mírele|149:mirarías|146:miradla|132:mirándolas|120:miranos|115:miraros|113:mirarían|112:mirare|101:mírennos|92:mirados|83:mirándoles|83:mírenos|81:mirale|79:mírelas|79:mírenle|74:mirasen|72:miradlos|68:miráramos|66:mirases|56:mirémoslo|55:mírenlas|41:miradnos|41:miralas|39:miraríamos|33:mirásemos|32:miradlas|28:mirés|27:mirándoos|25:mirabais|21:mirasteis|21:míreles|20:mirémonos|19:miradles|19:mirártelo|16:mirémosla|16:míratelo|13:miraréis|11:mirármelo|9:mirales|8:míratela|7:miraseis|6:mirárselo|6:mirémoslos|5:mirársela|5:míramelo|4:mírenles,spanish,mirar,mirar,mirar,mirar,look,TRUE,dict
734477,hombre,n,,540236:hombre|194191:hombres|22:ombre|13:honbre|9:ombres|6:honbres,spanish,hombre,hombre,hombre,hombre,man,TRUE,dict
733875,tiempo,n,,687892:tiempo|45969:tiempos|14:tienpo,spanish,tiempo,tiempo,tiempo,tiempo,time,TRUE,override
733114,también,adv,,715468:también|17622:tambien|24:tamién,spanish,también,también,también,también,also,TRUE,override
720050,mismo,adj,,478580:mismo|171495:misma|45938:mismos|23877:mismas|108:mesmo|31:mesma|13:mesmos|8:mesmas,spanish,mismo,mismo,mismo,mismo,same,TRUE,dict
715243,necesitar,v,,240791:necesito|117516:necesita|97624:necesitamos|86587:necesitas|37108:necesitan|33740:necesitaba|21119:necesitar|9037:necesite|6746:necesites|6695:necesitaré|5825:necesitaremos|5274:necesitará|4642:necesitabas|4050:necesitarás|3975:necesitaban|3840:necesitábamos|3647:necesitaría|2778:necesitado|2383:necesitáis|2302:necesiten|1890:necesitemos|1736:necesitó|1730:necesitarán|1701:necesitara|1522:necesitados|1135:necesité|982:necesitarías|911:necesitando|824:necesitaríamos|819:necesitaras|794:necesitarlo|632:necesitarían|542:necesitaron|486:necesitarla|416:necesitarte|381:necesitaste|371:necesitaran|288:necesitase|262:necesitarme|261:necesitare|256:necesitás|251:necesitéis|192:necesitarlos|181:necesitáramos|177:necesitaréis|152:necesitarlas|128:necesitabais|83:necesitarle|65:necesitarse|60:necesitases|51:necesitarnos|43:necesitareis|38:necesitad|38:necesitasen|23:necesitásemos|22:necesitaríais|16:necesitaros|14:necesitándose|13:necesitándola|12:necesitándote|11:necesitándome|10:necesitarais|10:necesitándolo|9:necesítame|7:necesitarles|6:necesitasteis|5:necesitaos|4:necesitaseis|4:necesités,spanish,necesitar,necesitar,necesitar,necesitar,need,TRUE,dict
706292,casa,n,,672896:casa|33396:casas,spanish,casa,casa,casa,casa,home / house,TRUE,dict
700105,llevar,v,,87354:lleva|83244:llevar|44932:llevo|44299:llevó|31531:llevaba|29870:llevas|26976:llevado|26625:llevan|23584:llevaré|21822:lleve|19634:llevará|18285:llevaron|17779:llevamos|15321:llevando|13967:llevarte|12290:llevarlo|11548:llevarme|9091:llevarla|8505:llevé|7819:llévame|7626:llevarse|7264:lleven|7148:llevaría|6836:llevaban|6824:llevaremos|6038:llevara|5340:lleves|5323:llevarnos|5067:llévate|4623:llevaste|4245:llevarán|4178:llevarle|3472:llevarlos|3373:llevarás|3183:llévalo|3069:llevada|2358:llevados|2350:llévala|2313:llevemos|2225:llévatelo|2157:llevabas|1901:llevaran|1768:lleváis|1697:llevábamos|1674:llévenselo|1542:llevárselo|1534:llévenlo|1303:lléveme|1250:llevarlas|1224:llevadas|1220:llevándose|1200:llevare|1132:llévanos|1125:llevaras|1107:llévatela|1107:llévese|1075:llévale|1035:llevarías|1012:llevarían|974:llevársela|929:llevase|869:llévalos|860:llévense|769:llevarles|753:llévelo|666:llevémoslo|666:lléveselo|664:lleváoslo|645:llevaros|640:llevármelo|625:llévenme|559:llevártelo|529:llevad|529:llévenla|517:llevame|491:llévenos|462:llevándolo|458:llevadlo|445:llevármela|440:llévela|438:llévensela|436:llévatelos|406:llevadme|396:llévenlos|379:llevémosla|368:llevaos|367:llévenselos|362:llevártela|359:llevándome|341:llevadle|341:llevate|329:lleváramos|329:llévesela|313:llevárselos|312:llevéis|304:llevándola|299:llevaríamos|287:llevándote|257:llevasen|253:llévelos|248:llevalo|245:llévalas|243:llevadla|228:llevándole|224:llevárnoslo|216:llevándonos|207:lleváosla|201:llevémosle|194:llevaréis|189:llevándolos|188:llevala|187:llevárselas|173:llévele|171:llévatelas|150:llevadlos|143:lléveselos|138:llevabais|129:llevármelos|126:llévales|124:lleváoslos|123:llevárnosla|113:llevases|112:llevás|103:llevémonos|95:llevasteis|95:llévenle|94:llevártelos|89:llevanos|82:llevémoslos|80:llevároslo|78:llevásemos|77:llevártelas|76:llevalos|76:llevándolas|72:llevármelas|67:llévelas|66:lléveselas|65:llevándoles|64:llevándoselo|63:llevale|63:llévenlas|52:llévennos|49:llevaríais|44:llevá|42:llevadles|39:llevadlas|38:llevándosela|37:llevadnos|36:llevárnoslos|35:llevarais|33:llévenselas|32:llevátelo|30:llevareis|26:llevémoslas|24:lleváoslas|22:llevárosla|21:llevalas|21:llevátela|21:lléveles|20:llevárnoslas|16:llevémonoslo|15:llevándoselos|14:llevándotelo|13:llevándoos|13:llevémosles|12:llevaseis|12:lleváosle|11:llevándoselas|11:llevároslos|11:llevémonosla|11:llévamelo|11:llévenles|10:llevales|10:llevátelos|10:llévamela|9:llebar|9:llevándomela|9:llevárosle|9:llevémoste|8:llevársele|6:llevés|4:llevándomelas|4:llevándomelo|4:llevándotela|4:llévemela,spanish,llevar,llevar,llevar,llevar,carry / spend / take,TRUE,dict
