rank,lemma,translation
1137,pocos,little; not much (masculine plural)
1138,infierno,hell
1139,piel,skin
1140,doble,double
1141,caliente,hot; warm
1142,comunidad,community
1143,cambiado,changed
1144,saberlo,to know it (masculine)
1145,flores,flower (plural)
1146,gracioso,funny; amusing
1147,contar,to count
1148,larga,long (feminine singular)
1149,vayas,you go (subjunctive)
1150,guardia,warden; custodian
1151,creía,I believed; he believed; she believed; it believed (ongoing habitual/background past)
1152,visita,visit
1153,regresar,to return
1154,debajo,below; under
1155,podrá,he will be able to; she will be able to; it will be able to
1156,natural,native; indigenous
1157,enseguida,immediately
1158,teatro,theater
1159,tratar,to treat
1160,oír,to hear
1161,mundial,global
1162,riesgo,risk; chance
1163,leer,to read
1164,inteligente,intelligent
1165,parecer,to seem
1166,nueve,nine
1167,espalda,back
1168,estuviera,I was (past subjunctive; state/location/result)
1169,operación,operation
1170,coronel,colonel
1171,compañero,companion
1172,tuya,yours
1173,doy,I give
1174,verano,summer
1175,maravilloso,wonderful; marvelous
1176,derechos,straight (masculine plural)
1177,ideas,ideas
1178,esperanza,hope; hopefulness
1179,adentro,inside
1180,sucedió,he happened; she happened; it happened (completed past)
1181,vine,I came (completed past)
1182,hechos,done; completed (masculine plural)
1183,baile,dance
1184,creen,they believe
1185,blanca,white (feminine singular)
1186,golpe,hit; blow; strike
1187,educación,education
1188,empezó,he started; she started; it started (completed past)
1189,tendré,I will have (possession/age/state/obligation)
1190,hermanos,brother (masculine plural)
1191,pedir,to ask for something
1192,santo,holy; godly
1193,dale,come on; go ahead; give it to him/her
1194,llamas,flame (plural)
1195,beber,to drink
1196,viva,alive; living (feminine singular)
1197,agradable,pleasant; agreeable
1198,hicimos,we did; we made (completed past)
1199,julio,July
1200,domingo,Sunday
1201,disculpa,excuse me; sorry
1202,isla,island
1203,azul,blue
1204,pregunto,I ask
1205,excelente,superb; excellent; brilliant
1206,completo,full; complete
1207,victoria,victory
1208,obras,work (plural)
1209,hablado,oral; spoken
1210,medida,gauge; measure; measurement
1211,hazlo,do it (masculine)
1212,alegro,I make happy; I'm glad (in me alegro)
1213,deje,leave; let (subjunctive/formal imperative)
1214,regreso,return
1215,trae,you bring
1216,nota,note; memo
1217,lleno,full
1218,importantes,important; that cares; that matters (plural)
1219,temprano,early
1220,superior,upper; higher
1221,hogar,home
1222,planeta,planet
1223,veras,you will see
1224,actual,present; current
1225,producción,production
1226,solamente,only; alone; merely
1227,cultura,culture
1228,unidad,unit
1229,motivo,reason; ground; motive
1230,hermoso,lovely; gorgeous; handsome; beautiful
1231,estación,station
1232,banda,band
1233,comisión,committee
1234,dando,giving
1235,modos,way; manner (masculine plural)
1236,cerveza,beer
1237,salvar,to save
1238,bolsa,bag
1239,espíritu,soul; spirit
1240,confianza,trust; confidence
1241,necesitan,they need
1242,hablo,I talk
1243,presión,pressure
1244,tomó,he/she took; drank
1245,cliente,client
1246,abrir,to open
1247,cuántos,how many (masculine plural)
1248,sueños,sleep; slumber (masculine plural)
1249,rojo,red
1250,enfermo,ill; sick
1251,calor,heat
1252,crisis,crisis
1253,estrella,star
1254,ojo,eye
1255,escrito,written
1256,pareja,couple
1257,diario,daily
1258,lindo,pretty
1259,órdenes,order
1260,peso,weight
1261,importancia,importance
1262,red,network; net; web
1263,hablamos,we talked
1264,acto,act
1265,ése,that one
1266,cartas,letter (plural)
1267,acaso,perhaps
1268,grupos,group (masculine plural)
1269,peligroso,perilous; dangerous
1270,vuelva,return; come back (subjunctive)
1271,asuntos,issue; matter; business (masculine plural)
1272,nombres,name (plural)
1273,verás,you will see
1274,listos,smart; clever (masculine plural)
1275,solía,I tended to; he tended to; she tended to; it tended to (ongoing habitual/background past)
1276,brazos,arm (masculine plural)
1277,teniendo,having (possession/age/state/obligation)
1278,pista,track; trail; course
1279,área,area
1280,sargento,sergeant
1281,linda,pretty (feminine singular)
1282,empieza,you start
1283,actividad,activity
1284,organización,organization
1285,calma,calm; stillness; peacefulness
1286,pequeños,small; little (masculine plural)
1287,excepto,except
1288,suyo,his; its; hers
1289,té,tea
1290,ganas,wish; want; desire (plural)
1291,pelea,fight; brawl
1292,cenar,to dine
1293,capacidad,ability; capacity; capability
1294,popular,popular
1295,enorme,huge; enormous
1296,teníamos,we had (possession/age/state/obligation; ongoing habitual/background past)
1297,propósito,purpose
1298,bonita,cute; pretty (feminine singular)
1299,puedas,you are able to
1300,lee,you read
1301,cuello,neck
1302,brazo,arm
1303,sabías,you knew (ongoing habitual/background past)
1304,mirada,look; glance
1305,daré,I will give
1306,obtener,to obtain
1307,porqué,reason; why
1308,llave,key
1309,población,population
1310,copa,glass; stemmed glass; goblet or its content
1311,ayudarte,to help you
1312,recordar,to remember
1313,quise,I wanted (completed past)
1314,modelo,model
1315,rico,rich
1316,reglas,rule (plural)
1317,aprender,to learn
1318,responsable,answerable; responsible
1319,calidad,quality
1320,fe,faith
1321,local,rooms; premises
1322,quedar,to be
1323,española,Spanish; Spanish woman
1324,leche,milk
1325,empresas,company (plural)
1326,inglés,English
1327,quedan,they are
1328,piernas,leg (plural)
1329,joder,to annoy
1330,profesional,professional
1331,sector,section
1332,comandante,commander
1333,costa,coast; coastline
1334,pública,public (feminine singular)
1335,noticia,notice
1336,harás,you will do
1337,parar,to stop
1338,pan,bread
1339,alguno,any; some
1340,distancia,distance
1341,humana,human (feminine singular)
1342,lugares,place (plural)
1343,recursos,resources
1344,estudios,study (masculine plural)
1345,definitivamente,definitely
1346,fiscal,prosecutor; tax-related; fiscal
1347,corre,you run
1348,podamos,we are able to
1349,soldados,soldier (masculine plural)
1350,necesitaba,I needed; he needed; she needed; it needed (ongoing habitual/background past)
1351,veré,I will see
1352,zapatos,shoe (masculine plural)
1353,equivocado,wrong; mistaken
1354,acciones,act; deed; action
1355,familiar,family; familial
1356,perra,female dog (feminine singular)
1357,comenzó,he began; she began; it began (completed past)
1358,dieron,they gave (completed past)
1359,razones,reason
1360,parecen,they seem
1361,casas,house (plural)
1362,opción,option
1363,carácter,character
1364,inmediatamente,immediately
1365,caer,to fall
1366,máquina,machine
1367,cuentas,count; tally (plural)
1368,figura,figure
1369,líder,leader
1370,intentar,to try
1371,elección,election
1372,vienes,you come
1373,batalla,battle
1374,aspecto,aspect
1375,voluntad,will; wish; want; desire
1376,trasero,back; back-side; rear-side; posterior
1377,colegio,school
1378,llaman,they summon
1379,tocar,to touch
1380,vuelo,flight
1381,ocupado,occupied
1382,apuesto,handsome; good-looking
1383,verme,to see me
1384,tratamiento,treatment
1385,depende,depends
1386,decirlo,to say it (masculine)
1387,llena,full (feminine singular)
1388,diablo,devil
1389,dejé,I left (completed past)
1390,fútbol,football
1391,viernes,Friday
1392,ganado,gained; earned
1393,jugando,playing
1394,enemigo,adverse; hostile
1395,verde,green
1396,luces,light (plural)
1397,grave,serious
1398,campaña,campaign
1399,correr,to run
1400,culpable,guilty
1401,entiende,you understand
1402,fecha,date
1403,mediante,by means of; through
1404,tribunal,court
1405,pedido,order
1406,bomba,bomb
1407,volveré,I will return
1408,cuales,as; like; in the manner of (plural)
1409,darme,to give to me
1410,artículo,Article
1411,absolutamente,totally; entirely; absolutely; completely
1412,análisis,analysis
1413,sepa,know (subjunctive/formal imperative)
1414,absoluto,absolute
1415,velocidad,speed
1416,conversación,conversation
1417,bailar,to dance
1418,pasada,past; last; passing
1419,tanta,so much
1420,tuviera,I had (possession/age/state/obligation)
1421,usa,you use
1422,verla,to see it (feminine)
1423,iremos,we will go
1424,directamente,directly; firsthand
1425,escúchame,listen to me
1426,tomado,taken; drunk
1427,decidido,decided
1428,clases,classes
1429,llevaba,I tooked; he tooked; she tooked; it tooked (ongoing habitual/background past)
1430,películas,film (plural)
1431,acceso,access
1432,teoría,theory
1433,terminó,he finished; she finished; it finished (completed past)
1434,responsabilidad,responsibility; responsibleness
1435,ciencia,science
1436,puertas,door (plural)
1437,sentimientos,feeling (masculine plural)
1438,economía,economy
1439,congreso,congress
1440,comunicación,communication
1441,habéis,you have (vosotros present indicative; auxiliary/existence)
1442,preocupa,you worry
1443,tuvimos,we had (possession/age/state/obligation; completed past)
1444,intenta,you try
1445,políticos,political (masculine plural)
1446,preparado,prepared
1447,menudo,what a...; small; tiny
1448,vea,he sees; she sees; it sees
1449,hacerle,to do to him or her
1450,objeto,object
1451,calles,street (plural)
1452,estrellas,star (plural)
1453,unión,union
1454,cierta,true (feminine singular)
1455,fuente,spring; fountain
1456,repente,sudden moment (in de repente)
1457,tarjeta,card
1458,pacientes,patient (plural)
1459,confiar,to reassure
1460,acabado,finished; done
1461,conocimiento,knowledge
1462,pistola,pistol; handgun
1463,mayores,big; large (plural)
1464,señores,sir; lord; mister (plural)
1465,acabar,to finish
1466,suya,his; its; hers (feminine singular)
1467,solución,solution
1468,abierto,open; unlocked
1469,hagan,they do
1470,sonido,sound; noise
1471,vayan,they go (present subjunctive)
1472,instituto,institute
1473,premio,prize; award
1474,mentira,lie; trick; falsity
1475,clientes,client (plural)
1476,precisamente,precisely
1477,tercera,third
1478,sigo,I follow
1479,cielos,heavens!
1480,salido,gone out; left
1481,probar,to prove
1482,nena,kid; baby; young child
1483,viento,wind
1484,darte,to give to you
1485,vistazo,look; glance
1486,ojalá,hopefully
1487,vacaciones,holiday; vacation
1488,dejes,leave; let (subjunctive)
1489,sigues,you follow
1490,llegue,arrive (subjunctive)
1491,propiedad,propriety; proprietary
1492,crear,to create
1493,hacerte,to do you
1494,molesta,vexed; annoyed (feminine singular)
1495,matado,killed
1496,majestad,majesty
1497,viejos,old (masculine plural)
1498,hubiese,I had; he had; she had; there was; there were (past subjunctive; auxiliary/existence)
1499,intención,intention
1500,cambios,shift; change (masculine plural)
1501,bosque,forest
1502,lengua,tongue
1503,parque,park
1504,apartamento,flat; apartment
1505,traer,to bring
1506,ama,lady of the house
1507,alcalde,mayor
1508,hayas,you have (present subjunctive; auxiliary/existence)
1509,elecciones,election
1510,existen,they exist
1511,rosa,rose
1512,llevas,you take
1513,irá,he will go; she will go; it will go
1514,brillante,shiny; bright; lustrous; brilliant
1515,interesa,interests
1516,verdadera,true; real (feminine singular)
1517,código,code
1518,ruido,noise; racket; rattle; clatter
1519,propios,own (masculine plural)
1520,compañeros,companion (masculine plural)
1521,violencia,violence
1522,u,or (when next word starts with o)
1523,cierra,you close
1524,seguramente,surely; certainly
1525,recibir,to receive
1526,ambiente,atmosphere
1527,curso,route; course; direction; trajectory
1528,ministerio,ministry
1529,conjunto,joint
1530,secretario,secretary
1531,alegra,makes happy; gladdens
1532,vuelvo,I return
1533,tantos,so many
1534,francés,French
1535,tomando,taking
1536,estén,they are (present subjunctive; state/location/result)
1537,estarás,you will be (state/location/result)
1538,toca,touches; it's time; plays
1539,dientes,tooth (plural)
1540,aparece,appears
1541,inmediato,immediate
1542,espectáculo,show; performance
1543,esfuerzo,effort; endeavor
1544,sentía,I felt; he felt; she felt; it felt (ongoing habitual/background past)
1545,fuimos,we went (completed past)
1546,actitud,pose; stance; posture
1547,testigo,witness
1548,papa,pope
1549,traído,brought
1550,conciencia,conscience
1551,laboratorio,laboratory
1552,perdió,he lost; she lost; it lost (completed past)
1553,perdona,you pardon
1554,función,function
1555,escapar,to escape
1556,oferta,offer
1557,millón,one million
1558,deberían,they would owe
1559,contrato,contract; agreement
1560,rostro,face
1561,conocí,I knew (completed past)
1562,productos,item; product; commodity (masculine plural)
1563,pared,wall; especially of a house or room
1564,estáis,you are (vosotros; state/location/result)
1565,subir,to go up or come up
1566,piedra,stone
1567,quedarse,to stay
1568,quedarme,to stay
1569,bienvenido,welcome
1570,kilómetros,kilometre; kilometer (masculine plural)
1571,árbol,tree
1572,tercer,third
1573,siguen,they follow
1574,perros,dog (masculine plural)
1575,obviamente,obviously
1576,plaza,town square
