rank,lemma,original_lemma
1462,pistola,pistola
1463,mayores,mayor
1464,señores,señor
1465,acabar,acabar
1466,suya,suyo
1467,solución,solución
1468,abierto,abierto
1469,hagan,hacer
1470,sonido,sonido
1471,vayan,ir
1472,instituto,instituto
1473,premio,premio
1474,mentira,mentira
1475,clientes,cliente
1476,precisamente,precisamente
1477,tercera,tercera
1478,sigo,seguir
1479,cielos,cielos
1480,salido,salido
1481,probar,probar
1482,nena,nene
1483,viento,viento
1484,darte,dar
1485,vistazo,vistazo
1486,ojalá,ojalá
1487,vacaciones,vacación
1488,dejes,deje
1489,sigues,seguir
1490,llegue,llegue
1491,propiedad,propiedad
1492,crear,crear
1493,hacerte,hacer
1494,molesta,molesto
1495,matado,matado
1496,majestad,majestad
1497,viejos,viejo
1498,hubiese,haber
1499,intención,intención
1500,cambios,cambio
1501,bosque,bosque
1502,lengua,lengua
1503,parque,parque
1504,apartamento,apartamento
1505,traer,traer
1506,ama,ama
1507,alcalde,alcalde
1508,hayas,haya
1509,elecciones,elección
1510,existen,existir
1511,rosa,rosa
1512,llevas,llevar
1513,irá,ir
1514,brillante,brillante
1515,interesa,interesar
1516,verdadera,verdadero
1517,código,código
1518,ruido,ruido
1519,propios,propio
1520,compañeros,compañero
1521,violencia,violencia
1522,u,u
1523,cierra,cerrar
1524,seguramente,seguramente
1525,recibir,recibir
1526,ambiente,ambiente
1527,curso,curso
1528,ministerio,ministerio
1529,conjunto,conjunto
1530,secretario,secretario
1531,alegra,alegrar
1532,vuelvo,volver
1533,tantos,tanto
1534,francés,francés
1535,tomando,tomar
1536,estén,estar
1537,estarás,estar
1538,toca,toca
1539,dientes,diente
1540,aparece,aparecer
1541,inmediato,inmediato
1542,espectáculo,espectáculo
1543,esfuerzo,esfuerzo
1544,sentía,sentir
1545,fuimos,ir
1546,actitud,actitud
1547,testigo,testigo
1548,papa,papa
1549,traído,traído
1550,conciencia,conciencia
1551,laboratorio,laboratorio
1552,perdió,perder
1553,perdona,perdonar
1554,función,función
1555,escapar,escapar
1556,oferta,oferta
1557,millón,millón
1558,deberían,deber
1559,contrato,contrato
1560,rostro,rostro
1561,conocí,conocer
1562,productos,producto
1563,pared,pared
1564,estáis,estay
1565,subir,subir
1566,piedra,piedra
1567,quedarse,quedar
1568,quedarme,quedar
1569,bienvenido,bienvenido
1570,kilómetros,kilómetro
1571,árbol,árbol
1572,tercer,tercero
1573,siguen,seguir
1574,perros,perro
1575,obviamente,obviamente
1576,plaza,plaza
1577,cayó,caer
1578,olvidado,olvidado
1579,haberlo,haber
1580,marca,marca
1581,puedan,poder
1582,detalles,detalle
1583,carga,cargo
1584,exacto,exacto
1585,belleza,belleza
1586,policías,policía
1587,dejo,dejo
1588,visión,visión
1589,príncipe,príncipe
1590,ambas,ambos
1591,trabajadores,trabajador
1592,tantas,tanto
1593,medicina,medicina
1594,despierta,despierto
1595,sábado,sábado
1596,ocasión,ocasión
1597,protección,protección
1598,administración,administración
1599,fuentes,fuente
1600,estaremos,estar
1601,vender,vender
1602,temporada,temporada
1603,cuya,cuyo
1604,aceptar,aceptar
1605,inocente,inocente
1606,lunes,lunes
1607,universo,universo
1608,reloj,reloj
1609,sentado,sentado
1610,juegos,juego
1611,quedado,quedar
1612,llamaré,llamar
1613,pareces,parecer
1614,grado,grado
1615,abierta,abierto
1616,pido,pedir
1617,sensación,sensación
1618,turno,turno
1619,cuyo,cuyo
1620,existencia,existencia
1621,querer,querer
1622,escenario,escenario
1623,escuché,escuchar
1624,salga,salir
1625,puente,puente
1626,playa,playa
1627,silla,silla
1628,caballero,caballero
1629,restaurante,restaurante
1630,origen,origen
1631,comienza,comenzar
1632,quiso,querer
1633,puerto,puerto
1634,vuestra,vuestro
1635,discurso,discurso
1636,médicos,médico
1637,búsqueda,búsqueda
1638,periódico,periódico
1639,dedos,dedo
1640,soldado,soldado
1641,víctimas,víctima
1642,agentes,agente
1643,empleo,empleo
1644,miembro,miembro
1645,serás,ser
1646,perdí,perder
1647,usando,usar
1648,clara,clara
1649,posibilidades,posibilidad
1650,recibido,recibir
1651,hacerme,hacer
1652,imbécil,imbécil
1653,pantalones,pantalón
1654,dejaré,dejar
1655,tamaño,tamaño
1656,pago,pago
1657,bromeando,bromear
1658,efectos,efecto
1659,llevado,llevar
1660,económica,económico
1661,particular,particular
1662,beso,beso
1663,título,título
1664,casado,casado
1665,privado,privado
1666,negra,negro
1667,mando,mando
1668,actividades,actividad
1669,iban,ir
1670,fantástico,fantástico
1671,bajar,bajar
1672,práctica,práctica
1673,tranquila,tranquilo
1674,tengan,tener
1675,gana,gana
1676,luchar,luchar
1677,ayudarme,ayudar
1678,dama,dama
1679,cien,cien
1680,pérdida,pérdida
1681,antiguo,antiguo
1682,autoridades,autoridad
1683,llevan,llevar
1684,gato,gato
1685,exterior,exterior
1686,evidencia,evidencia
1687,elementos,elemento
1688,directo,directo
1689,medidas,medida
1690,actuar,actuar
1691,caminar,caminar
1692,recién,recién
1693,quiénes,quién
1694,ridículo,ridículo
1695,embarazada,embarazado
1696,declaración,declaración
1697,historias,historia
1698,cansado,cansado
1699,ésa,ése
1700,partidos,partido
1701,damas,dama
1702,construcción,construcción
1703,dura,duro
1704,habías,haber
1705,comienzo,comienzo
1706,corriendo,correr
1707,sentí,sentir
1708,déjalo,dejar
1709,héroe,héroe
1710,jardín,jardín
1711,muere,morir
1712,nervioso,nervioso
1713,desea,desear
1714,conseguido,conseguido
1715,preocupado,preocupado
1716,autor,autor
1717,pintura,pintura
1718,república,república
1719,asiento,asiento
1720,cuadro,cuadro
1721,extraña,extraño
1722,come,comer
1723,china,chino
1724,últimas,último
1725,llorar,llorar
1726,perfectamente,perfectamente
1727,tarea,tarea
1728,dispuesto,dispuesto
1729,conocía,conocer
1730,preguntar,preguntar
1731,gay,gay
1732,paseo,paseo
1733,imágenes,imagen
1734,realizar,realizar
1735,habló,hablar
1736,humor,humor
1737,estudiantes,estudiante
1738,llaves,llave
1739,debió,deber
1740,hayan,haber
1741,malas,malo
1742,saliendo,salir
1743,roma,romo
1744,entró,entrar
1745,carretera,carretero
1746,fuese,ir
1747,amenaza,amenaza
1748,trampa,trampa
1749,huevos,huevo
1750,camión,camión
1751,leyes,ley
1752,suficientemente,suficientemente
1753,preguntó,preguntar
1754,oficiales,oficial
1755,vuestro,vuestro
1756,veinte,veinte
1757,prefiero,preferir
1758,oscuro,oscuro
1759,encontraron,encontrar
1760,trabajos,trabajo
1761,volverá,volver
1762,veía,ver
1763,resolver,resolver
1764,herido,herido
1765,llegamos,llegar
1766,palacio,palacio
1767,hielo,hielo
1768,emergencia,emergencia
1769,estupendo,estupendo
1770,llamadas,llamado
1771,venta,venta
1772,máximo,máximo
1773,tiro,tiro
1774,gustaba,gustar
1775,vía,vía
1776,descanso,descanso
1777,ocurrido,ocurrido
1778,botella,botella
1779,tecnología,tecnología
1780,entrevista,entrevista
1781,trago,trago
1782,ángel,ángel
1783,explicar,explicar
1784,pequeñas,pequeño
1785,producto,producto
1786,mayo,mayo
1787,expresión,expresión
1788,cantar,cantar
1789,marco,marco
1790,texto,texto
1791,nariz,nariz
1792,averiguar,averiguar
1793,sujeto,sujeto
1794,volar,volar
1795,ritmo,ritmo
1796,condición,condición
1797,anillo,anillo
1798,caballos,caballo
1799,bienvenida,bienvenida
1800,felices,feliz
1801,pocas,poco
1802,perfecta,perfecto
1803,barrio,barrio
1804,encuentran,encontrar
1805,cruz,cruz
1806,pecho,pecho
1807,pasará,pasar
1808,cuesta,cuesta
1809,estarán,estar
1810,región,región
1811,revolución,revolución
1812,desastre,desastre
1813,oiga,oiga
1814,firma,firma
1815,planta,planta
1816,familias,familia
1817,dejas,deja
1818,cuerpos,cuerpo
1819,solos,solo
1820,cerrar,cerrar
1821,echar,echar
1822,cabello,cabello
1823,pierna,pierna
1824,roja,rojo
1825,vendrá,venir
1826,coger,coger
1827,termina,terminar
1828,vergüenza,vergüenza
1829,alcohol,alcohol
1830,estructura,estructura
1831,materia,materia
1832,ayúdame,ayudar
1833,claramente,claramente
1834,principios,principio
1835,polvo,polvo
1836,nación,nación
1837,altura,altura
1838,hiciera,hacer
1839,oeste,oeste
1840,continuar,continuar
1841,yendo,ir
1842,intereses,interese
1843,felicidad,felicidad
1844,vecinos,vecino
1845,valores,valor
1846,formación,formación
1847,locos,loco
1848,convertido,convertido
1849,cuento,cuento
1850,llame,llamar
1851,equipos,equipo
1852,aparte,aparte
1853,españoles,español
1854,papeles,papel
1855,huellas,huella
1856,mismas,mismo
1857,crédito,crédito
1858,dueño,dueño
1859,plata,plata
1860,hacerse,hacer
1861,pensó,pensar
1862,oscuridad,oscuridad
1863,tratado,tratado
1864,robo,robo
1865,elegir,elegir
1866,encantaría,encantar
1867,encantado,encantado
1868,seguros,seguro
1869,cuchillo,cuchillo
1870,nosotras,nosotras
1871,junta,junta
1872,comenzar,comenzar
1873,roto,roto
1874,coño,coño
1875,presenta,presentar
1876,verá,ver
1877,artista,artista
1878,jurado,jurado
1879,salón,saloon
1880,militares,militar
1881,viviendo,vivir
1882,temas,tema
1883,olvidar,olvidar
1884,colega,colega
1885,industria,industria
1886,recuerdos,recuerdo
1887,ibas,ir
1888,sospechoso,sospechoso
1889,cálmate,calmar
1890,llevaré,llevar
1891,pasos,paso
1892,primeras,primero
1893,plazo,plazo
1894,bebe,bebe
1895,secretos,secreto
1896,vayamos,ir
1897,sube,subir
1898,desaparecido,desaparecido
1899,técnica,técnico
1900,vengan,vengar
1901,envió,enviar
1902,arreglar,arreglar
1903,hagamos,hacer
1904,tuvieron,tener
1905,principales,principal
1906,fuertes,fuerte
1907,cumplir,cumplir
1908,antigua,antiguo
1909,terreno,terreno
1910,corriente,corriente
1911,propias,propio
1912,clave,clave
1913,pide,pedir
1914,vengo,vengar
1915,dará,dar
1916,habido,haber
1917,revista,revista
1918,lograr,lograr
1919,romper,romper
1920,compromiso,compromiso
1921,corto,corto
1922,dé,dar
1923,pareció,parecer
1924,gloria,gloria
1925,comité,comité
1926,pedí,pedir
1927,registro,registro
1928,puse,poner
1929,políticas,político
1930,merece,merecer
1931,profundo,profundo
1932,comercial,comercial
1933,cerrado,cerrado
1934,proteger,proteger
1935,crecimiento,crecimiento
1936,inteligencia,inteligencia
1937,aquello,aquél
1938,magia,magia
1939,económico,económico
1940,madera,madera
1941,tendrán,tener
1942,herida,herida
1943,conducir,conducir
1944,lluvia,lluvia
1945,detente,detente
1946,cadena,cadena
1947,llegaron,llegar
1948,sois,ser
1949,princesa,princesa
1950,sistemas,sistema
1951,cambia,cambiar
1952,lenguaje,lenguaje
1953,gracia,gracia
1954,show,show
1955,dedo,dedo
1956,trajo,traer
1957,líneas,línea
1958,normalmente,normalmente
1959,sabido,sabido
1960,recuperar,recuperar
1961,completa,completo
1962,octubre,octubre
1963,autobús,autobús
1964,aumento,aumento
1965,números,número
1966,disco,disco
1967,pensamiento,pensamiento
1968,circunstancias,circunstancia
1969,correo,correo
1970,programas,programa
1971,período,período
1972,bala,bala
1973,negros,negro
1974,vacío,vacío
1975,diciembre,diciembre
1976,propuesta,propuesta
1977,descubrir,descubrir
1978,montaña,montaña
1979,llegué,llegar
1980,enferma,enfermo
1981,junio,junio
1982,reino,reino
1983,pobres,pobre
1984,legal,legal
1985,siga,seguir
1986,aeropuerto,aeropuerto
1987,física,físico
1988,cáncer,cáncer
1989,alemán,alemán
1990,papi,papi
1991,alegría,alegría
1992,ángeles,ángel
1993,construir,construir
1994,hablaba,hablar
1995,olor,olor
1996,señoría,señoría
1997,orgulloso,orgulloso
1998,versión,versión
1999,cuidar,cuidar
2000,abril,abril
2001,paga,paga
2002,dejarlo,dejar
2003,mírame,mirar
2004,tonterías,tontería
2005,ejercicio,ejercicio
2006,monstruo,monstruo
2007,creación,creación
2008,malos,malo
2009,federal,federal
2010,llamaba,llamar
2011,enero,enero
2012,quedarte,quedar
2013,tardes,tarde
2014,supe,saber
2015,despacio,despacio
2016,competencia,competencia
2017,superficie,superficie
2018,débil,débil
2019,rápidamente,rápidamente
2020,seres,ser
2021,labios,labio
2022,enviado,enviado
2023,rayos,rayos
2024,déjeme,dejar
2025,debí,deber
2026,decisiones,decisión
2027,considera,considerar
2028,cerdo,cerdo
2029,comportamiento,comportamiento
2030,borracho,borracho
2031,identidad,identidad
2032,argentina,argentino
2033,estúpida,estúpido
2034,recibió,recibir
2035,asesinado,asesinado
2036,participación,participación
2037,bella,bello
2038,tenéis,tener
2039,enamorado,enamorado
2040,entero,entero
2041,pelear,pelear
2042,sombrero,sombrero
2043,doce,doce
2044,personaje,personaje
2045,últimamente,últimamente
2046,haberte,haber
2047,contó,contar
2048,página,página
2049,escribió,escribir
2050,contento,contento
2051,moral,moral
2052,parecido,parecido
2053,asociación,asociación
2054,probable,probable
2055,deber,deber
2056,éramos,ser
2057,tráfico,tráfico
2058,pertenece,pertenecer
2059,oigan,oigan
2060,sonrisa,sonrisa
2061,tales,cuento
2062,pollo,pollo
2063,ocasiones,ocasión
2064,ponga,poner
2065,consecuencia,consecuencia
2066,espada,espada
2067,trataba,tratar
2068,audiencia,audiencia
2069,charles,charles
2070,cargos,cargo
2071,régimen,régimen
2072,decidió,decidir
2073,venía,venir
2074,necesitar,necesitar
2075,inútil,inútil
2076,examen,examen
2077,fantasma,fantasma
2078,fernando,fernando
2079,produce,producir
2080,podrás,poder
2081,leo,leer
2082,entrenador,entrenador
2083,términos,término
2084,limpio,limpio
2085,comercio,comercio
2086,dormido,dormido
2087,conocerte,conocer
2088,almuerzo,almuerzo
2089,corta,corta
2090,distintos,distinto
2091,estudiar,estudiar
2092,septiembre,septiembre
2093,queso,queso
2094,regresa,regresar
2095,movimientos,movimiento
2096,harán,hacer
2097,canal,canal
2098,cadáver,cadáver
2099,techo,techo
2100,escuchado,escuchar
2101,castillo,castillo
2102,pieza,pieza
2103,gobernador,gobernador
2104,territorio,territorio
2105,especiales,especial
2106,esquina,esquina
2107,etapa,etapa
2108,martes,martes
2109,ciudadanos,ciudadano
2110,treinta,treinta
2111,autoridad,autoridad
2112,dejaste,dejar
2113,hablé,hablar
2114,acabas,acabar
2115,democracia,democracia
2116,cinta,cinta
2117,documentos,documento
2118,robar,robar
2119,poniendo,poner
2120,árboles,árbol
2121,responder,responder
2122,cuba,cuba
2123,metido,metido
2124,viven,vivir
2125,enviar,enviar
2126,enemigos,enemigo
2127,frecuencia,frecuencia
2128,capítulo,capítulo
2129,demanda,demanda
2130,votos,voto
2131,fría,fría
2132,jueves,jueves
2133,testigos,testigo
2134,aceite,aceite
2135,lástima,lástima
2136,piensan,pensar
2137,lados,lado
2138,acuerdas,acordar
2139,tono,tono
2140,demonio,demonio
2141,talento,talento
2142,novela,novela
2143,explica,explicar
2144,concepto,concepto
2145,niñas,niña
2146,gratis,gratis
2147,cámaras,cámara
2148,azúcar,azúcar
2149,privada,privada
2150,agencia,agencia
2151,compra,compra
2152,primo,primo
2153,mata,mata
2154,conferencia,conferencia
2155,amante,amante
2156,imagino,imaginar
2157,tierras,tierra
2158,creemos,crear
2159,museo,museo
2160,cientos,ciento
2161,americano,americano
2162,niveles,nivel
2163,sombra,sombra
2164,desayuno,desayuno
2165,fortuna,fortuna
2166,actuación,actuación
2167,fondos,fondo
2168,famoso,famoso
2169,diste,dar
2170,impresionante,impresionante
2171,sienta,sentar
2172,tomé,tomar
2173,marzo,marzo
2174,amistad,amistad
2175,podré,poder
2176,bienvenidos,bienvenido
2177,contenido,contenido
2178,querían,querer
2179,intentado,intentar
2180,moda,moda
2181,impresión,impresión
2182,sepas,saber
2183,vieron,ver
2184,camisa,camisa
2185,prácticamente,prácticamente
2186,distintas,distinto
2187,perdiendo,perder
2188,hubieras,haber
2189,operaciones,operación
2190,ciudades,ciudad
2191,entrega,entrega
2192,recoger,recoger
2193,saca,saca
2194,puto,puto
2195,apareció,aparecer
2196,droga,droga
2197,éstos,éste
2198,notas,nota
2199,transporte,transporte
2200,descansar,descansar
2201,cultural,cultural
2202,cae,caer
2203,cura,curo
2204,actor,actor
2205,presentar,presentar
2206,consecuencias,consecuencia
2207,jugadores,jugador
2208,controlar,controlar
2209,preciosa,precioso
2210,manejar,manejar
2211,agujero,agujero
2212,india,indio
2213,despacho,despacho
2214,desapareció,desaparecer
2215,llevará,llevar
2216,hablan,hablar
2217,campamento,campamento
2218,escuchando,escuchar
2219,firme,firme
2220,noviembre,noviembre
2221,toque,toque
2222,dejan,dejar
2223,fueran,ir
2224,querría,querer
2225,funcionar,funcionar
2226,respuestas,respuesta
2227,pasé,pasar
2228,aspectos,aspecto
2229,actualmente,actualmente
2230,invitado,invitado
2231,mensajes,mensaje
2232,siguientes,siguiente
2233,genio,genio
2234,aventura,aventura
2235,conde,conde
2236,enfermera,enfermero
2237,espejo,espejo
